Contexte gauche,Chaîne,Transcription,Contexte droit
er. @@e ain't a-goin,’,'," below, oh t Bat wit"
"in't a-goin' below, ",e,o,h t Bat withont payi
"'t a-goin' below, oh",?”, t, Bat withont paying 
"-goin' below, oh t B",u,a,t withont paying any
"elow, oh t Bat witho",u,n,t paying any attenti
refully after him. H,e,o, next crossed the ha
ched the landing-pla,c,e,e. Beyond it wss a g
g-plaee. Beyond it w,a,s,"s a gallery, from wh"
 hearing a slight so,u,n,nd in an apartment t
"the keyhole, beheld ",a,s," tall man, dressed i"
s at a little distan,c,e,e from him. In the t
n the tall man he re,c,e,ognised Cyprian Rong
eeognised Cyprian Ro,u,n,gemont. Upon a table
a table in the middl,e,o, of the room was lai
vered with cabalisti,c,o," characters, appeare"
d a large ape (for s,u,n,ch it seemed to Reek
"med to Reeks), cloth",e,o,d in a woollen shirt
and bounding upon th,e,o, table beside Rougem
ly displeasing to Ro,u,n,"gemont, who knitted "
who knitted his brow,s,e,", and delivered some"
 the doors of which ,c,e,losed as before. Rou
ily retreated to an ,a,u,"djoining chamber, th"
"s fortunately open, ",a,n,nd hsd ecarcely gain
"tunately open, nnd h",a,s,d ecarcely gained it
"ately open, nnd hsd ",s,e,carcely gained its s
 shelter when the fo,u,n,r mysterions persona
en the fonr mysterio,u,n,s personages appeare
nages appeared on th,e,o, gallery. Reeks hear
"hen, creeping cautio",u,n,"sly after them, watc"
staircase. Without t,a,s,rrying to confront t
" started back, and h",u,n,rried along the gall
ery till he came to ,a,s," back staircase, whi"
"taircase, which cond",u,n,"cted him, by varions"
"dncted him, by vario",u,n,"s descents, to the b"
ersing one or two va,u,n,"lts, he entered a su"
"des, apparently comm",u,n,anicating with other
ting with other pass,a,s,ges. It was lighted 
was lighted at inter,v,r,"als by lamps, which "
h emitted a feeble r,a,s,dianee. By the light
tted a feeble rsdian,c,e,e. By the light of o
"as of iron, and as h",e,o, struck it@with his 
"t@with his hand, ret",u,n,rned a hollow clango
" from within cried, ",“,`, Leave me in peace l
` Leave me in peace ,!”,l', @Is it Anriol Darcy
in peace l' @Is it A,u,n,riol Darcy who speak
ol Darcy who speaks ,?”,7',' demanded Reeks. @I
"anded Reeks. @It is,",”,', replied the prisone
at put the question ,?”,7',"' @A friend,'' repli"
"stion 7'' @A friend,",”,',' replied Reeks. - I
"d,'' replied Reeks. ",“,-, I hare no friend he
eplied Reeks. - I ha,v,r,"e no friend here,'' "
"hare no friend here,",”,',' said Anriol. 159] 
"riend here,'' said A",u,n,riol. 159] 4 ou are 
"ere,'' said Anriol. ",“Y,15,9] 4 ou are mistaken
"] 4 ou are mistaken,",”,',' rejoined Reeks. @I
ejoined Reeks. @I ha,v,o,e come] with Mr. Tho
e come] with Mr. Tho,r,m,nereroft to deliver 
ome] with Mr. Thomne,yc,re,roft to deliver you.
roft to deliver you.,”,', @Mr. Thorneycroft h
"s lost his daughter,",”,', replied Auriol. @Wh
as happened to her ?,”,',' dcmanded Reeks. @S
appened to her ?'' d,e,c,manded Reeks. @She i
is in the power of t,h,l,"e Fiend,'' replied A"
" power of tle Fiend,",”,',' replied Auriol. tI
",'' replied Auriol. ",“,t,I know she is detain
"y C@prian Rougemont,",”,',' snid @eeka. ABut w
"prian Rougemont,'' s",a,n,id @eeka. ABut what 
"ugemont,'' snid @eek",s,a,. ABut what has befa
"mont,'' snid @eeka. ",“,A,But what has befalle
ke his other @ictims,—,-,like my victims I' c
ims-like my victims ,!”,I'," cried Anriol, distr"
y victims I' cried A,u,n,"riol, distractedly. "
"ly. @Do not despair,",”,',' rejoined Reeks. :S
",'' rejoined Reeks. ",“,:,She may yet be sa@ed
he may yet be sa@ed.,”,',' @Sa@ed1 how t'' cr
t be sa@ed.'' @Sa@ed,!,1, how t'' cried Auriu
a@ed.'' @Sa@ed1 how ,?”,t',' cried Auriul. @All
1 how t'' cried Auri,o,u,l. @All is over.'' @
uriul. @All is over.,”,',' @So it may seem to
So it may seem to yo,u,n,",'' rejoined Reeks; "
" it may seem to yon,",”,',' rejoined Reeks; ``
",'' rejoined Reeks; ",“,`,`but you ara the vic
 Reeks; ``but you ar,e,a, the victim of delus
e victim of delusion,.”,",'",' @OhI that I could 
hat I could think so,!”,l',' exclaimed Auriol. 
' exclaimed Auriol. ,“,4,B@t no-I saw her fal
imed Auriol. 4B@t no,—,-,I saw her fall into 
witnessed her signat,u,a,re to the fatal sero
atare to the fatal s,c,e,roll. There could be
n what I then beheld,.”,",'","' @Despite all this,"
" will see her again,",”,',' ssid Reeks. @Who a
"l see her again,'' s",a,s,id Reeks. @Who are y
d Reeks. @Who are yo,u,n, who gi@e me this pr
@e me this promise ?,”,',' asked Auriol. @Aa 
?'' asked Auriol. @A,s,a, I have already decl
" declared, a friend,",”,',' replied Reeks. ' A
"d,'' replied Reeks. ",“,', Are you human 7'' t
ks. ' Are you human ,?”,7',"' t As yonrself,'' @"
' Are you human 7'' ,“,t," As yonrself,'' @The"
ou human 7'' t As yo,u,n,"rself,'' @Then you s"
an 7'' t As yonrself,.”,",'",' @Then you seek in 
you seek in vain to ,s,e,tr@ggle with the pow
" powers of @arkness,",”,',' said Auriol. 160 I
"ess,'' said Auriol. ",“,1,60 I have no fear of
0 I have no fear of ,C,O,"yprian Rougemont,'' "
"f Oyprian Rougemont,",”,',"' rejoined Reeks, wi"
"ned Reeks, with a l@",u,s,gh. @Yonr voice seem
"s, with a l@sgh. @Yo",u,n,r voice seems famili
"eems familiar to me,",”,',' aaid Anriol. @T@Il
"s familiar to me,'' ",s,a,aid Anriol. @T@Il me
"liar to me,'' aaid A",u,n,riol. @T@Il me who y
",'' aaid Anriol. @T@",l,I,l me who yon are '' 
iol. @T@Il me who yo,u,n, are '' e Yon shall 
T@Il me who yon are ,?”,'', e Yon shall know an
l me who yon are '' ,“,e, Yon shall know anon
 who yon are '' e Yo,u,n," shall know anon,'' "
"Yon shall know anon,",”,',' replied Reeks. `'B
"n,'' replied Reeks. ",“,`,"'But, hist@1we are i"
" Reeks. `'But, hist@",—,1,we are interrupted. 
"h@@@e@@@@@@@s,'' Mo@",e,n, than ten minutes ha
n ten minutes had el,a,s,psed since Reeks's d
 elspsed since Reeks,’,',"s departure, and Mr."
herto had some diffi,cu,en,lty in repressing hi
aints. His impatienc,e,s, wss shasred by the 
ts. His impatiencs w,a,s,s shasred by the Tin
"g @p to Ginger, said",—,-, @Wot the devil can 
n Mr. Reeks be about,?,7, I hope nuffin' has 
about7 I hope nuffin,’,', has happened to him
has happened to him.,”,',' 2 Don't mention a 
 happened to him.'' ,“,2, Don't mention a cer
ened to him.'' 2 Don,’,',t mention a certain 
ntion a certain gent,’,',"s name here,'' remar"
"in gent's name here,",”,',' remarked Ginger; `
'' remarked Ginger; ,“,`,"` or if you do, trea"
vith proper respect.,”,',' @P@haw I'' exclaim
r respect.'' @P@haw ,!”,I',' exclaimed the Tink
 impatiently; @I don,’,',t like a man stayin'
't like a man stayin,’,', a@ay in this manner
r. It looks suspicio,u,n,s. I wotes @e goes a
ld gent to take a ke,v,r,iet nap by himself. 
 nap by himself. Don,’,',t distarb @ourTRE EN
 himself. Don't dist,u,a,rb @ourTRE ENOHIANTE
 @e@ll only jist gi@,’,'," a look about ns, an"
t gi@' a look about ,u,n,"s, and thei come bae"
"ok about ns, and the",n,i, come baek.'' @St@y 
"ns, and thei come ba",c,e,k.'' @St@y where you
 and thei come baek.,”,',' @St@y where you ar
" where you are, rasc",a,n,l@' cried Thorneyero
"ere you are, rascnl@",”,'," cried Thorneyeroft,"
scnl@' cried Thorney,c,e,"roft, a@grily. @I wo"
"oft, a@grily. @I won",’,',t be loft. Btay wher
grily. @I won't be l,e,o,ft. Btay where you a
. @I won't be loft. ,S,B,"tay where you are, I"
" are, I command you ",!”,1',"' e Vell, ve@'e got "
", I command you 1'' ",“,e," Vell, ve@'e got a n"
" you 1'' e Vell, ve@",v,',"e got a noo captain,"
"ptain, I@m a-thinkin",’,',",'' said tha Tinker,"
"ain, I@m a-thinkin',",”,',"' said tha Tinker, w"
"-thinkin','' said th",e,a," Tinker, winking at "
king at the others. ,“,e, Ve@'o no vish to di
at the others. e Ve@,ve,'o, no vish to disoblee
"sobleege you, sir. @",’,T,ll only jist peep ou
is any@here thereabo,u,n,"ts. Vy, zounds 1 he "
"reabonts. Vy, zounds",!”, 1," he added, as he tri"
" he tried the door, ",“,', it@s locked I' e ha
"door, ' it@s locked ",!”,I', e hat's locked 1'' 
"r, ' it@s locked I' ",“W,e ,hat's locked 1'' cri
it@s locked I' e hat,’,',s locked 1'' cried T
d I' e hat's locked ,?”,1',' cried Thorneyeroft
ed 1'' cried Thorney,c,e,"roft, in dismay. @Th"
"roft, in dismay. @Th",e,a," door, to be sure,''"
"ha door, to be sure,",”,',' replied the Tinker
ed the Tinker. @@e@r,e,a," prisoners.'' @Oh, L"
r. @@e@ra prisoners.,”,',"' @Oh, Lord, you don"
"' @Oh, Lord, you don",’,',t say sol'' oried th
"rd, you don't say so",!”,l',' oried the iron-mer
you don't say sol'' ,c,o,ried the iron-mereha
' oried the iron-mer,c,e,"hant, in an agony of"
an agony of fright. ,“,e,e What will become o
t will become of us ,?”,7', A roar of langhter 
f us 7' A roar of la,u,n,ghter from the other
s terror into fury. ,“,4,"I see how it is,'' h"
"y. 4I see how it is,",”,',' he cried. @Yon har
" is,'' he cried. @Yo",u,n, hare entrapped me@ 
'' he cried. @Yon ha,v,r,e entrapped me@ ruff
ped me@ ruffians. It,’,',s all a trick. You m
 murder me. But TI@@,l,1, sell my life dearly
rst who approaches s,h,l,all have his brains 
is brains blown out.,”,',"' And as he spoke, h"
"d as he spoke, he le",v,r,ellea s pistol at th
"he spoke, he lerelle",d,a, s pistol at the Tin
" spoke, he lerellea ",a,s, pistol at the Tinke
pistol at the Tinker,’,',s head. @@olloaI wot
nker's head. @@olloa,!,I," wot are you arter, "
"are you arter, sir ?",”,',' eried that individ
" you arter, sir ?'' ",c,e,ried that individaal
' eried that individ,u,a,"al, sheltering his h"
 with his hands. @Yo,u’,n',re s labonrin' nnder
 his hands. @Yon're ,a-,s ,labonrin' nnder as m
ands. @Yon're s labo,u,n,rin' nnder as mistak
. @Yon're s labonrin,’,', nnder as mistake-a 
@Yon're s labonrin' ,u,n,nder as mistake-a co
in' nnder as mistake,—,-,a complete mistakoe.
" If it is a trap, ve",’,',re catched in it as 
as vell as yourself@,”,'," @To be sure ve is,'"
"' @To be sure ve is,",”,',' added the Sandman.
 added the Sandman. ,“,""""," Sit down, - 12 AURI"
2 AURIO. and vait a ,b,l,it. I dessay Mr. Ree
. I dessay Mr. Reeks,’,',"ll come back, and it"
"ome back, and it von",’,',t do no good gettin'
't do no good gettin,’,', into a passion.'' e
tin' into a passion.,”,',"' e Well, well, I mu"
' into a passion.'' ,“,e," Well, well, I must "
"n myself, I suppose,",”,',' groane@ Thorneycro
ng into a chair. @It,’,',s a terrible situati
tion to be placed in,—,-,shut up in a haunted
 in a haunted house.,”,',' @@@@e been in many
" vurser sitivations,",”,',"' obser@ed Ginger, `"
"'' obser@ed Ginger, ",“,`,`and I alrays fonnd 
"d Ginger, ``and I al",v,r,ays fonnd the best v
"r, ``and I alrays fo",u,n,nd the best vay to g
t vay to get out on@,’,',em wos to take thing
take things quietly.,”,',"' @Besides, there@s "
"re@s no help for it,",”,',"' said tha Tinker, s"
"lp for it,'' said th",e,a," Tinker, seating him"
" remains to be seen,",”,',' obserred the Sandm
" to be seen,'' obser",v,r,"ed the Sandman, taki"
air opposite Thorney,c,e,roft. @If Reeks don'
eroft. @If Reeks don,’,',"t come back soon, I'"
"'t come back soon, I",’,',ll bust open the doo
 bust open the door.,”,',' @Plenty o' time fo
he door.'' @Plenty o,’,'," time for that,'' sa"
"ty o' time for that,",”,',"' said Ginger, sannt"
"t,'' said Ginger, sa",u,n,ntering tawards the 
"Ginger, sanntering t",o,a,wards the table on w
sasy to a mouthful o,’,', wittles ?' :I would
outhful o' wittles ?,”,', :I wouldn't touch '
thful o' wittles ?' ,“,:,I wouldn't touch 'em
wittles ?' :I wouldn,’,',t touch 'em for the 
' :I wouldn't touch ,’,',"em for the world,'' "
"h 'em for the world,",”,',' replied the Sand@@
 replied the Sand@@@,.,e," @Nor I,' added tho "
"the Sand@@@e @Nor I,",”,', added tho Tinker; `
"@e @Nor I,' added th",e,o, Tinker; `` they msy
' added tho Tinker; ,“,`,` they msy be pisone
ho Tinker; `` they m,a,s,y be pisoned.'' ePis
they msy be pisoned.,”,',' ePisoned-nonsense 
y msy be pisoned.'' ,“,e,Pisoned-nonsense I''
 pisoned.'' ePisoned,—,-,nonsense I'' cried G
' ePisoned-nonsense ,!”,I',' cried Ginger; ``do
e I'' cried Ginger; ,“,`,`don't yon see] soms
 cried Ginger; ``don,’,',t yon see] soms von 
d Ginger; ``don't yo,u,n, see] soms von has b
``don't yon see] som,e,s, von has been a-taki
von has been a-takin,’,', his supper heret I@
kin' his supper here,?,t, I@ll@jist finish it
t finish it for him.,”,',"' @Vith all my 'art,"
him.'' @Vith all my ,‘,',"art,'' said the Tink"
"' @Vith all my 'art,",”,',' said the Tinker. @
aid the Tinker. @Don,’,',t touch it on any ac
"h it on any account,",”,',' eried Mr. Thorneyc
"t on any account,'' ",c,e,ried Mr. Thorneycrof
 it may be poisoned.,”,',' @Oht I ain't afeer
y be poisoned.'' @Oh,!,t," I ain't afeerd,'' c"
isoned.'' @Oht I ain,’,',"t afeerd,'' cried Gi"
"@Oht I ain't afeerd,",”,',"' cried Ginger, help"
 himself to@a dish b,e,o,fore him. @As good a
-pie as ever I taste,d,l,". 103 Yoar health, M"
ver I tastel. 103 Yo,u,a,"r health, Mr. Thorne"
" health, Mr. Thorney",c,e,"roft,'' ho added, fi"
"h, Mr. Thorneyeroft,",”,',"' ho added, filling "
"r. Thorneyeroft,'' h",e,o," added, filling a go"
one of the bottles. ,“,t," My service to you, "
"mous tipple, by Jo@e",!”,l',' drawing a long bre
long breath after th,e,o," draught, and smacki"
azing satisfaction. ,“,e,e Noever tasted sich
asted sich a glass o,’,', wine in all my born
"in all my born days,",”,',"' he eontinued, repl"
" my born days,'' he ",c,e,"ontinued, replenishi"
et: @I wonder wot it,’,',s called 2 @Prussie 
nder wot it's called,?”, 2," @Prussie acid,'' re"
t's called 2 @Prussi,c,e," acid,'' replied Mr."
"led 2 @Prussie acid,",”,',' replied Mr. Thorne
 replied Mr. Thorney,c,e,"roft, gru@fly. @Proo"
"t, gru@fly. @Proossi",c,o, fiddlestick1'' erie
Proossio fiddlestick,!”,1',' eried Ginger; `` m
ssio fiddlestick1'' ,c,e,ried Ginger; `` more
ck1'' eried Ginger; ,“,`,` more likely Tokay.
be the vorse for it@,”,1, @He's gettin' svipy
e vorse for it@1 @He,’,',"s gettin' svipy,'' s"
or it@1 @He's gettin,’,'," svipy,'' said tha T"
"@He's gettin' svipy,",”,',' said tha Tinler@ @
"in' svipy,'' said th",e,a, Tinler@ @I@vonder v
"vipy,'' said tha Tin",k,l,er@ @I@vonder vether
 @I@vonder vether it,’,',s really Iokay 1' @N
 vether it's really ,T,I,okay 1' @No such thi
r it's really Iokay ,?”,1'," @No such thing,'' c"
"y 1' @No such thing,",”,',' cried Thorneyeroft
"ing,'' cried Thorney",c,e,roft; : let him alon
cried Thorneyeroft; ,“,:, let him alone.' @I 
ft; : let him alone.,”,'," @I must taste it,''"
".' @I must taste it,",”,',"' said the Tinker, u"
the temptation. @Her,e,o,", givre us a glass, "
" us a glass, Ginger ",!”,1'," @Vith pleasure,'' r"
"r 1' @Vith pleasure,",”,',"' replied Ginger, fi"
ing it to him. @You@,d,', better be perwailed
"erwailed @pon, Sandy",.”,",'","' v YeIl, I s@pose I"
"iled @pon, Sandy,'' ",“,v," YeIl, I s@pose I mu"
"ed @pon, Sandy,'' v ",V,Y,"eIl, I s@pose I must"
" @pon, Sandy,'' v Ye",l,I,"l, I s@pose I must,'"
"Il, I s@pose I must,",”,',' replied tho Sandma
"I must,'' replied th",e,o," Sandman, taking tho"
"o Sandman, taking th",e,o, goblet proffored hi
ing tho goblet proff,e,o,red him. @Here's the
proffored him. @Here,’,',s the beaks' healths
m. @Here's the beaks,’,', healths I'' eried G
 the beaks' healths ,!”,I',' eried Ginger. @I g
 beaks' healths I'' ,c,e,ried Ginger. @I gi@e
@I gi@es that toast ,‘,',cos they're alvays s
that toast 'cos they,’,',re alvays so kind to
o kind to us dog-fan,c,e,iers.'' @Dog-fancier
 to us dog-faneiers.,”,',"' @Dog-fanciers-s@y,"
ers.'' @Dog-fanciers,—,-,"s@y, rather, dog-ste"
g-stealers; for that,’,',s the name such vaga
"erve to be known by,",”,',' said Mr. Thorneyer
",'' said Mr. Thorney",c,e,"roft, with some aspe"
"erity. @Vell, @e von",’,',t quarrel about name
"quarrel about names,",”,',"' repliel Ginger, 2 "
"bout names,'' replie",d,l," Ginger, 2 161 ACIOL"
"61 ACIOL. laughing, ",“,',` but ITll relate a 
". laughing, '` but I",’,T,ll relate a cireumst
ut ITll relate a cir,c,e,umstance to you as'l
reumstance to you as,’,',ll pro@e] t@at wote@
er your opinion of o,u,n,"r wocation may be, t"
"ion may be, the beak",s,a, nupholds it.'' @The
e beaka nupholds it.,”,',' @Thero c@n be but 
nupholds it.'' @Ther,e,o, c@n be but one opin
inion as to your nef,a,u,"rious profession,'' "
"efurious profession,",”,',' said Mr. Thorneycr
"d Mr. Thorneycroft, ",“,`,"`and that is, that i"
"and that is, that it",’,',s as bad as horse-st
those offences are p,u,a,nished.'' @So I thin
fences are panished.,”,',"' @So I think, sir,'"
"'' @So I think, sir,",”,',"' said Ginger, winki"
"inger, winking at th",e,o, others; : but to my
king at tho others; ,“,:," but to my story, an"
"to my story, and don",’,',"t interrupt me, or I"
h it properly. There,’,',s a gent livin' not@
There's a gent livin,’,', not@a hundred miles
dred miles from Pall, ,-,"Mall, as the noospap"
orth more nor half-a,-,s,crown to any one but
"but hisself, but hig",h,l,ly wallerablo to him
but higlly wallerabl,e,o," to him, @cns it wos"
"allerablo to him, @c",o,n,s it wos a fa@ourite
s recovery. This don,’,',t bring it back quit
t bring it back quit,e,o, so soon as he expee
o so soon as he expe,c,e,"ts, 'cos he don't of"
"soon as he expeets, ",‘,',cos he don't offer e
"expeets, 'cos he don",’,',t offer enough; so h
"an agent, Mr. Simpki",n,a,"s, in the Edger-road"
"mpkias, in the Edger", R,-r,"oad, and Mr. Simpkin"
Simpkins says to him,—,-,"says he, @How are yo"
"e, @How are you, sir",?,2, I expected you some
u some days ago. You,’,',ve com'd about that 
days ago. You've com,’,',d about that ere Sco
e Scotch terrier. Yo,u’,n',ve got a wallable gr
nd. A man told me he,’,',d ha@e that afore lo
a@e that afore long.,’,', Seein' the gent sta
t afore long.' Seein,’,'," the gent stare, Mr."
"Mr. S. adds, @Vel, @",’,T,ll tell you wot you 
r dog. The party von,’,',t take less than six
eas. He knows it ain,’,',t vorth six shillin'
't vorth six shillin,’,',", but it's a great f"
"six shillin', but it",’,',"s a great favourite,"
m a precious sig@t o,’,', trouble in gettin' 
o' trouble in gettin,’,', it.' @Give lim trou
ouble in gettin' it.,’,', @Give lim troublel'
 gettin' it.' @Give ,h,l,im troublel' cries t
.' @Give lim trouble,!’,l'," cries the gent, ang"
"s the gent, angrily@",‘,',and what has it give
what has it given me,?,f, I hope to see the r
D CHAIR8. 165 hanged,!,7, I shall pasy no suc
 pasy no such money.,’,'," tWorry vell,' repli"
asy no such money.' ,‘,t,"Worry vell,' replies"
y no such money.' tW,e,o,"rry vell,' replies M"
"money.' tWorry vell,",’,', replies Mr. Simpkin
". Simpkins, coolly, ",‘,`,then your d@g'l1 be 
"olly, `then your d@g",’,',"l1 be bled@to death,"
"ly, `then your d@g'l",l,1," be bled@to death, a"
"ath, as the nobleman",’,',"s wos, and thrown do"
less carkis afore yo,u,n,"r door.''"" @You don'"
kis afore yonr door.,’”,'',""" @You don't mean to"
"nr door.''"" @You don",’,',t mean to say that s
 a horrid circumstan,c,e,e as that really too
hat really took plac,e?”,2''," cried Thorneyeroft,"
lac2'' cried Thorney,c,e,"roft, who was mnch i"
"rneyeroft, who was m",u,n,ch interested in the
he relation. @Only t,’,',"other dasy, I assure"
"er dasy, I assure yo",u,n,",'' repliel Ginger. "
" dasy, I assure yon,",”,',' repliel Ginger. @@
"assure yon,'' replie",d,l, Ginger. @@@d shoot 
" of mine so, if I ca",u,n,glt hin1' cried Mr. 
"f mine so, if I cang",h,l,t hin1' cried Mr. Th
"e so, if I canglt hi",m!”,n1', cried Mr. Thorneyer
1' cried Mr. Thorney,c,e,"roft, indignantly. @"
"ar@e him right, too,",”,',' said Ginger. : I d
"too,'' said Ginger. ",“,:, I discanrages all c
aid Ginger. : I disc,ou,an,rages all cruelty to
to hanimals. But don,’,',t interrapt me again
ls. But don't interr,u,a,pt me again. Arter a
a bit more chafferin,’,'," @ith Mr. Simpkins, "
gent offers three po,u,n,"nd for his dog, and "
"dog, and then goes a",v,r,ay. Next dsy he read
en goes aray. Next d,a,s,y he reads a report 
 he reads a report i,’,', the Times noospaper
 man has been taken ,u,n,"p for dog-stealin', "
n np for dog-stealin,’,',", and that a lot o' "
"n', and that a lot o",’,', dogs is shut up in 
ind the police-offic,e,a, in Bow-street. So h
police-offica in Bow, S,-s,treet. So he goes th
es there in search o,’,'," his farourite, and "
 in search o' his fa,v,r,"ourite, and sure eno"
ut the inspector @on,’,',"t give it up to him,"
" give it up to him, ",‘c,'e,os the superintenden
 superintendent is o,u,n,t o' the vay.'' @Sha
erintendent is ont o,’,', the vay.'' @Shamefu
t is ont o' the vay.,”,',' @ShamefulI'' orioe
the vay.'' @Shameful,!”,I',' orioed Mr. Thorney
vay.'' @ShamefulI'' ,c,o,rioed Mr. Thorneyero
' orioed Mr. Thorney,c,e,"roft. e Shameful, in"
d Mr. Thorneyeroft. ,“,e," Shameful, indeed, s"
"ameful, indeed, sir,",”,',"' echoed Ginger, lau"
", laughing. @Thinkin",’,', his dog safe enongh
in' his dog safe eno,u,n,gh in the hands o' t
nongh in the hands o,’,'," the police, the gen"
oes back next mornin,’,', he finds it has dis
 d@gs stolen from it,.”,'', eUnder the noses of
gs stolen from it'' ,“,e,Under the noses of t
noses of the police@,”,', @riod Thorne@eroft.
 of the police@' @ri,e,o,d Thorne@eroft. 166 
lice@' @riod Thorne@,c,e,roft. 166 AnIOL. nda
@riod Thorne@eroft. ,“U,16,6 AnIOL. ndar their 
eroft. 166 AnIOL. nd,e,a,"r their werry noses,"
"r their werry noses,",”,',' repliedi Ginger. e
'' repliedi Ginger. ,“,e, But now comes the c
ow comes the cream o,’,', the jest. Xou shall
 cream o' the jest. ,Y,X,ou shall hear wot th
ou shall hear wot th,e,o, beak says to him ve
 craves his assistan,c,e,e.@`I can't interfer
ves his assistanee.@,‘,`,I can't interfere in
s assistanee.@`I can,’,',t interfere in the m
"rfere in the matter,",’,'," says he, a-bendin' "
",' says he, a-bendin",’,', of his brows in a m
s brows in a majesti,c,e, manner. `Parties do
 a majestie manner. ,‘,`,Parties don't ought 
manner. `Parties don,’,',t ought to come hera
't ought to come her,e,a, @ith complaints of 
plaints of vhich I c,a,s,n't take notice. Thi
aints of vhich I csn,’,',t take notice. This 
ake notice. This pla,c,e,e ain't an advertisi
tice. This plaee ain,’,',t an advertisin' off
 ain't an advertisin,’,'," office, and I sha'n"
"n' office, and I sha",’,',n't euffer it to be 
" office, and I sha'n",’,',t euffer it to be ms
"fice, and I sha'n't ",s,e,uffer it to be msde 
't euffer it to be m,a,s,de von. I von't list
o be msde von. I von,’,',t listen to st@temen
 st@tements affectin,’,', the characters of a
s of absent parties.,’,', Statements affectin
 Statements affectin,’,'," our characters,-da "
"tin' our characters,",—,-,"da you tvig that, si"
"n' our characters,-d",o,a," you tvig that, sir@"
" you tvig that, sir@",”,7," @I do, indeed,'' aa"
"sir@7 @I do, indeed,",”,',"' aaid Thorneyeroft,"
"@7 @I do, indeed,'' ",s,a,"aid Thorneyeroft, si"
"deed,'' aaid Thorney",c,e,"roft, sighing; ``and"
"rneyeroft, sighing; ",“,`,`and I am sorry to t
sorry to think such ,a,n, remark should have 
have dropped from th,e,o, bench.'' @You're ri
pped from tho bench.,”,',' @You're right to s
om tho bench.'' @You,’,',re right to say drop
"ropped from it, sir,",”,',' laughed Ginger. @I
d Ginger. @I told yo,u,n, the beasks vos our 
 they alvays takes o,u,n,r parts. Ven the gen
was a subject of ser,’,',o@s importance to al
"ners, the magistrit ",a,u,ngrily interrupts hi
"nterrupts him, sayin",’—‘,'--, Then let there be a
et there be a meetin,’,', of dog-owners to di
heir grie@@nces. Don,’,',t como to me. I can'
rie@@nces. Don't com,e,o, to me. I can't help
't como to me. I can,’,',t help you.' And hoe
e. I can't help you.,’,', And hoe vonldn't if
elp you.' And hoe vo,u,n,"ldn't if he could, '"
you.' And hoe vonldn,’,',"t if he could, 'cos "
"nldn't if he could, ",‘,',cos he's thoe dog-fa
"if he could, 'cos he",’,',s thoe dog-fancier's
e's thoe dog-fancier,’,',s friend.'' @It look
og-fancier's friend.,”,',"' @It looks likc it,"
end.'' @It looks lik,e,c," it, I m@st own,'' r"
"likc it, I m@st own,",”,',' repliod Thorneycro
" I m@st own,'' repli",e,o,d Thorneycroft. @@ue
od Thorneycroft. @@u,c,e,h reprchensible indi
neycroft. @@ueh repr,e,c,hensible indifferene
chensible indifferen,c,e,e gives encouragemen
ght to be protected.,”,',' IE ENCINTED CRAIRS
 to be protected.'' ,“,I,E ENCINTED CRAIRS. 1
protected.'' IE ENCI,’,N,TED CRAIRS. 16z tt m
"nt state of the law,",”,', suid Ginger; ``here
"state of the law,' s",a,u,id Ginger; ``here's 
" law,' suid Ginger; ",“,`,`here's the vorthy b
 suid Ginger; ``here,’,',s the vorthy beak1 I
re's the vorthy beak,!,1, I@'l drink his heal
 the vorthy beak1 I@,l,',l drink his health a
ealth a second time.,”,',' ee Halloa1 wot's t
th a second time.'' ,“,e,e Halloa1 wot's that
nd time.'' ee Halloa,!,1, wot's that7'' cried
me.'' ee Halloa1 wot,’,',s that7'' cried the 
e Halloa1 wot's that,?”,7',' cried the Tinker; 
' cried the Tinker; ,“,', I thought I heerd a
ught I heerd a noise,.”,",'","' te So did I,'' rej"
" I heerd a noise,'' ",“,t,"e So did I,'' rejoin"
"oise,'' te So did I,",”,',' rejoined tho Sandm
"did I,'' rejoined th",e,o, Sandman; `'a strang
joined tho Sandman; ,“,`,'a strange sart o' r
ndman; `'a strange s,o,a,rt o' rumblin' sound
; `'a strange sart o,’,', rumblin' sound over
ange sart o' rumblin,’,', sound overheal.'' e
mblin' sound overhea,d,l,.'' e There it goes 
lin' sound overheal.,”,',' e There it goes ag
' sound overheal.'' ,“,e, There it goes again
There it goes again ,!”,l',' criod Ginger; ` wo
t goes again l'' cri,e,o,d Ginger; ` wot an a
n l'' criod Ginger; ,“,`, wot an awful din 1 
; ` wot an awful din,!”, 1, e Now it'a undernea
 wot an awful din 1 ,“,e, Now it'a underneath
awful din 1 e Now it,’s,'a," underneath,'' said "
"Now it'a underneath,",”,',' said Mr. Thorneycr
"r. Thorneycroft, tur",n,m,"ing pale, and trembl"
nd trembling. @It so,u,n,nds as if some hidde
 as if some hidden m,a,s,chinery were at work
hinery were at work.,”,',"' The noise, which u"
"e same time, the occ",u,n,panta of the chairs 
"e time, the occnpant",s,a, of the chairs recei
d caused Mr. Thorney,c,e,roft to let fall lis
eyeroft to let fall ,h,l,"is pistol, which wen"
ould recover from th,e,a," shock, all three we"
 caught by stout woo,d,l,"en hooks, which, det"
ed @ainly to get fre,e,o,. The chairs 168 AUn
ed nailed to the gro,u,n,"nd, so that all effo"
 descended three he@,v,s,y bell-shaped helmne
ust drop on the head,s,e, of the sitters-a co
