OCR Text,Ground Truth
Fortunately the silence was broken by the clinking of the smiths’ hammers upon the anvil.,Fortunately the silence was broken by the clinking of the smiths’ hammers upon the anvil.
"Take me toe her.” « Not so fast, old gent, not so fast,” rejoined the Tinker.","Take me to her.” “Not so fast, old gent, not so fast,” rejoined the Tinker."
"Thorneycroft, indignantly.",Thorneycroft indignantly.
"“ Ah, sir,” he will say, glancing at the stolid features of the young man, “you have quite the face of the Chief Justice—quite the face of the chief—I don't recollect him ordering his first wig—that was a little before my time; but I hope to live to see you chief, sir.","“Ah, sir,” he will say, glancing at the stolid features of the young man, “you have quite the face of the Chief Justice—quite the face of the chief—I don’t recollect him ordering his first wig—that was a little before my time; but I hope to live to see you chief, sir."
"Auriol was about to follow her, when he received a violent blow on the chest, which stretched him on the pavement.","Auriol was about to follow her, when he received a violent blow on the chest, which stretched him on the pavement."
"THE MEETING was thrown into the canal with a stone to my neck, like a dog about to be drowned,” replied the dwarf.","“I was thrown into the canal with a stone to my neck, like a dog about to be drowned,” replied the dwarf."
"Doctor Lamb, meanwhile, steadily pursued his task, though he ever and anon paused, to fling certain roots and drugs upon the charcoal.","Doctor Lamb, meanwhile, steadily pursued his task, though he ever and anon paused, to fling certain roots and drugs upon the charcoal."
"“ Jist examine them papers,” he added, handing the pocket-book to Old Parr, “ and fayour us vith your opinion on ’em.” The dwarf was about to unclasp the book committed to his charge, when a hand was suddenly thrust through the banisters of the upper part of the staircase, which, as has been already stated, was divided from the lower by the door.","“Jist examine them papers,” he added, handing the pocket-book to Old Parr, “and favour us vith your opinion on ’em.” The dwarf was about to unclasp the book committed to his charge, when a hand was suddenly thrust through the banisters of the upper part of the staircase, which, as has been already stated, was divided from the lower by the door."
Thorneycroft?” asked the dwarf.,Thorneycroft?” asked the dwarf.
"The dwarf instantly shut the door, and finding a bolt on the side next him, shot it into the socket.","The dwarf instantly shut the door, and finding a bolt on the side next him, shot it into the socket."
"“ Ay, on the bridge—where else should it be?","“Ay, on the bridge—where else should it be?"
"Doctor Lamb was lying stark and stiff at my fect, with an expression of reproach on his fixed countenance; and the skeletons were hanging quietly in their places.","Doctor Lamb was lying stark and stiff at my feet, with an expression of reproach on his fixed countenance; and the skeletons were hanging quietly in their places."
"Entering a narrow street, guarded by posts and crossbars, a few steps from the crowded thoroughfare brought you into a frightful region, the refuge, it was easy to perecive, of half the lawless characters infesting the metropolis.","Entering a narrow street, guarded by posts and cross-bars, a few steps from the crowded thoroughfare brought you into a frightful region, the refuge, it was easy to perceive, of half the lawless characters infesting the metropolis."
"“The cove’s sure to come?” “Why, you can’t expect me to answer for another as I can for myself, Sandman,” replied the other; “but if his own word’s to be taken for it, he’s sartin to be there.","“The cove’s sure to come?” “Why, you can’t expect me to answer for another as I can for myself, Sandman,” replied the other; “but if his own word’s to be taken for it, he’s sartin to be there."
"here are his tablets,” he added, taking a small book from his doublet; “these may give the information you seck.","here are his tablets,” he added, taking a small book from his doublet; “these may give the information you seek."
"Ve'd better valk into a back street.” VII. THE HAND, AGAIN !",Ve’d better valk into a back street.” Chapter 7 THE HAND AGAIN!
But answer me one question: has the mysterious person in the black cloak troubled you again ?” “ What mysterious person?” demanded Mr.,But answer me one question: Has the mysterious person in the black cloak troubled you again?” “What mysterious person?” demanded Mr.
"Leave me, Ebba.","Leave me, Ebba."
"“I am in the power of a terrible being, who seeks to destroy you, and I know that he is at hand.","“I am in the power of a terrible being, who seeks to destroy you, and I know that he is at hand."
"“ Pretty dear !—pretfy dear!"" seveamed the magpie.",“Pretty dear!—pretty dear!” screamed the magpie.
"It was the last day of the last year, and two hours only were wanting to the birth of another year and of another century.","It was the last day of the last year, and two hours only were wanting to the birth of another year and of another century."
"“ Sit down,” he added, ‘ and read this.” Auriol complied, and as he scanned the writing he became transfixed with fear and astonishment, while the pocket-book dropped from his grasp.","“Sit down,” he added, “and read this.” Auriol complied, and as he scanned the writing he became transfixed with fear and astonishment, while the pocket-book dropped from his grasp."
"Besides, you are likely to see some noticeable characters, for Mr.","Besides, you are likely to see some noticeable characters, for Mr."
"“We must speak of this anon,” said Auriol.","“We must speak of this anon,” said Auriol."
"‘“ The wenerable’s gone, to be sure; and the only thing he has left behind him, barrin’ his top-coat, is this here bit o’ paper vich dropped out o’ the pocket-book as he wos a-takin’ flight, and yich I picked from the floor.","“The wenerable’s gone, to be sure; and the only thing he has left behind him, barrin’ his topcoat, is this here bit o’ paper vich dropped out o’ the pocket-book as he wos a-takin’ flight, and vich I picked from the floor."
"On seeing him, she uttered an exclamation of joy, and sprang to meet him.","On seeing him, she uttered an exclamation of joy, and sprang to meet him."
"indeed!” said Trigge, laughing.","indeed!” said Trigge, laughing."
"You should have seen the Strand then—a line of noblemen’s houses— and as to Lombard-street and Gracechurch-street, with their wealthy goldsmiths’ shops—but I don’t like to think of ’em.”” “ Vell, I'm content vith Lunnun as it is,” replied the Tinker, “specially as there ain't much chance o’ the ould city bein’ rewived.” “ Not much,” replied the dwarf, finishing his glass, which was replenished at a sign from the Tinker.","You should have seen the Strand then—a line of noblemen’s houses—and as to Lombard Street and Gracechurch Street, with their wealthy goldsmiths’ shops—but I don’t like to think of ’em.” “Vell, I’m content vith Lunnun as it is,” replied the Tinker, “‘specially as there ain’t much chance o’ the ould city bein’ rewived.” “Not much,” replied the dwarf, finishing his glass, which was replenished at a sign from the Tinker."
"Bring the unfortunate youth to my dwelling, Baldred, and you shall be well rewarded.","Bring the unfortunate youth to my dwelling, Baldred, and you shall be well rewarded."
"“ Bring her to me ere the week be out, or dread my vengeance |” And, enveloping himself in his cloak, he retreated behind the statue, and was lost to view.","“Bring her to me ere the week be out, or dread my vengeance!” And, enveloping himself in his cloak, he retreated behind the statue, and was lost to view."
"“Shameful, indeed, sir,” echoed Ginger, laughing.","“Shameful, indeed, sir,” echoed Ginger, laughing."
"“ Ay, breathe your last—breathe your last!” cried Auriol, wildly.","“Ay, breathe your last—breathe your last!” cried Auriol wildly."
"“T don't know the villain’s name,” rejoined the dwarf, “but he’s a very tall, dark man, and is generally wrapped in a long black cloak.” “ Ha!” exclaimed Auriol.","“I don’t know the villain’s name,” rejoined the dwarf, “but he’s a very tall, dark man, and is generally wrapped in a long black cloak.” “Ha!” exclaimed Auriol."
"Trigge had just advertised for an assistant, his present young man, Rutherford Watts, being about to leave him, and set up for himself in Canterbury.","Trigge had just advertised for an assistant, his present young man, Rutherford Watts, being about to leave him, and set up for himself in Canterbury."
"Mag is a clever creature, sir—that she is,” replied the barber.","Mag is a clever creature, sir—that she is,” replied the barber."
I wotes ve goes and sees arter him.,I wotes ve goes and sees arter him.
"“ By transferring to it all regard you may entertain for me,” he replied, in a low tone.","“By transferring to it all regard you may entertain for me,” he replied, in a low tone."
"His face was broad, jolly, and goodhumoured, with a bottle-shaped nose, fleshy lips, and light grey cyes, glistening with cunning and roguery.","His face was broad, jolly, and good-humoured, with a bottle-shaped nose, fleshy lips, and light grey eyes, glistening with cunning and roguery."
"His countenance, despite its death-like paleness, had a noble and majestic cast, and his figure, though worn to the bone by a life of the severest study, and bent by the weight of years, must have been once lofty and commanding.","His countenance, despite its death-like paleness, had a noble and majestic cast; and his figure, though worn to the bone by a life of the severest study, and bent by the weight of years, must have been once lofty and commanding."
"There's no good in stayin’ here any longer.” Concurring in which sentiment, they all descended to the lower room.","There’s no good in stayin’ here any longer.” Concurring in which sentiment, they all descended to the lower room."
“ The attempt may not be so criminal as it appcars.,“The attempt may not be so criminal as it appears.
"If joys and sorrows which we have never endured are stamped upon the brain—if visions of scenes, and faces and events which we have never witnessed, never known, haunt us, as if they had once been familiar?","If joys and sorrows which we have never endured are stamped upon the brain—if visions of scenes, and faces and events which we have never witnessed, never known, haunt us, as if they had once been familiar?"
"And that won’t occur in my time.” “ Let's hope not,” rejoined the other two.","And that won’t occur in my time.” “Let’s hope not,” rejoined the other two."
"It’s as gentle as a lamb.” “Oh! you little darling !” Ebba said, patting its sleek head and long silken ears, while it fixed its large black eyes upon her, as if entreating her to become its purchaser.","It’s as gentle as a lamb.” “Oh you little darling!” Ebba said, patting its sleek head and long silken ears, while it fixed its large black eyes upon her, as if entreating her to become its purchaser."
Remain here till I return.” “ You are not going to leave us?” rejoined Mr.,Remain here till I return.” “You are not going to leave us?” rejoined Mr.
I beheld her veiled figure rise from it.,I beheld her veiled figure rise from it.
"His hands and feet were equally disproportioned to his frame, and his arms were so long that he could touch his ankles while standing upright.","His hands and feet were equally disproportioned to his frame, and his arms were so long that he could touch his ankles while standing upright."
"Talbot was greatly grieved that he could not comply with his young friend's request, but he was obliged to start the next morning for Nottingham, and could not possibly return under three days.","Talbot was greatly grieved that he could not comply with his young friend’s request, but he was obliged to start the next morning for Nottingham, and could not possibly return under three days."
"“ Why here, sir,” replied the dwarf; “ and for the matter of locality, the house is situated on the south end of London-bridge.” “On the bridge—did you say on the bridge, friend?” cried Auriol.","“Why here, sir,” replied the dwarf; “and for the matter of locality, the house is situated on the south end of London Bridge.” “ On the bridge—did you say on the bridge, friend?” cried Auriol."
Pshaw!,Pshaw!
“ Peace !” thundered Auriol.,“Peace!” thundered Auriol.
"The powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she struggled with all her power.","The powerful stimulant revived her, but, at the same time, produced a strange excitement, against which she struggled with all her power."
"His fame reached me, and I sought him out, offering myself as his disciple.","His fame reached me, and I sought him out, offering myself as his disciple."
"His heart beat violently as he was shown into an elegant drawing-room, and his trepidation momentarily increased, until the servant reappeared and expressed his regret that he had misinformed him in stating that Miss Talbot was at home.","His heart beat violently as he was shown into an elegant drawing-room, and his trepidation momentarily increased, until the servant reappeared and expressed his regret that he had misinformed him in stating that Miss Talbot was at home."
"On the table stood a phial, from which a strong spirituous odour exhaled; but it was empty.","On the table stood a phial, from which a strong spirituous odour exhaled; but it was empty."
"“ This will, at all events, solve my doubts,” he cried aloud.","“This will, at all events, solve my doubts,” he cried aloud."
"It's a dangerous bus’ness, and can only be managed in a sartin way, and by a sartin person, and he’d object to any yon but you. To-night, at eleven!","It’s a dangerous bus’ness, and can only be managed in a sartin way, and by a sartin person, and he’d object to any von but you. To-night, at eleven!"
The Thames itself is unlike the Thames of old.,The Thames itself is unlike the Thames of old.
Talbot; “ but I should be glad if you dropped his acquaintance altogether.,Talbot; “but I should be glad if you dropped his acquaintance altogether.
Why do I find you here alone?,Why do I find you here alone?
"GERARD PASTON. 178 Ii. GERARD PASTON. Berore the chair, in which Mr.","Chapter 3 GERARD PASTON Before the chair, in which Mr."
"“ At length,” he exclaimed aloud—“ at length, the great work is achieved.","“At length,” he exclaimed aloud—“at length, the great work is achieved."
"My reason seems gone, yet I appear capable of receiving impressions from external objects.","My reason seems gone, yet I appear capable of receiving impressions from external objects."
"Before they could recover from the shock, all three were caught by stout wooden hooks, which, detaching themselves from the back of the chairs, pinioned their arms, while their legs were restrained by fetters, which sprang from the ground and clasped round their ankles,","Before they could recover from the shock, all three were caught by stout wooden hooks, which, detaching themselves from the back of the chairs, pinioned their arms, while their legs were restrained by fetters, which sprang from the ground and clasped round their ankles."
"“ Why do you ask?” “T vants a vord or two vith you in private—that’s all, sir,” replied the Tinker.","“Why do you ask?” “I vants a vord or two vith you in private—that’s all, sir,” replied the Tinker."
"At last I prepared a draught from poisons—yes, poisons—the effect of which I imagined would be wondrous.","At last I prepared a draught from poisons—yes, poisons —the effect of which, I imagined, would be wondrous."
"take care, sir, as Judge Learmouth observes to a saucy witness,” cried Trigge—‘ ‘ take care, or I'll commit you!” “D—n Judge Learmouth {” cried the gentleman, angrily.","take care, sir, as Judge Learmouth observes to a saucy witness,” cried Trigge—”‘take care, or I’ll commit you!’” “D—n Judge Learmouth!” cried the gentleman angrily."
"Fottowep by Auriol, who, in his turn, was followed by Ginger and the Sandman, the Tinker directed his steps to Great Windmill-street, where he entered a public-house, called the Black Lion.","Followed by Auriol, who, in his turn, was followed by Ginger and the Sandman, the Tinker directed his steps to Great Windmill Street, where he entered a public-house, called the Black Lion."
"Attached to hooks in the cross-beam nearest the house hung a row of old horseshoes, while from the centre depended a large rusty bell.","Attached to hooks in the cross-beam nearest the house hung a row of old horse-shoes, while from the centre depended a large rusty bell."
"I’ve been in a hundred different walks of life, but they always led down hill.","I’ve been in a hundred different walks of life, but they always led down hill."
"How I have succeeded, you perceive.","How I have succeeded, you perceive."
"The ragged brickwork, overgrown with weeds, took with him the semblance of a human face, and seemed to keep a wary eye on what was going forward below.","The ragged brickwork, overgrown with weeds, took with him the semblance of a human face, and seemed to keep a wary eye on what was going forward below."
"With the mcans of renewal in your hands, why hesitate ?” “ Because I wiil not sacrifice the girl,” replied Auriol.","With the means of renewal in your hands, why hesitate?” “Because I will not sacrifice the girl,” replied Auriol."
Can I be the same myself?,Can I be the same myself?
"“I will sheathe this weapon in my heart, and, if I am mortal, my woes will be ended.” ; As he spoke, he placed the point to his breast with the full intent to strike, but before he could inflict the slightest wound, his arm was forcibly arrested.","“I will sheathe this weapon in my heart, and, if I am mortal, my woes will be ended.” As he spoke, he placed the point to his breast with the full intent to strike, but before he could inflict the slightest wound, his arm was forcibly arrested."
"It is needless to particularise the street, for everybody knows the shop; that is to say, every member of the legal profession, high or low.","It is needless to particularise the street, for everybody knows the shop; that is to say, every member of the legal profession, high or low."
"Loftus (for so he was called) was a retired merchant, of moderate fortune, and lived in Abingdon-street.","Loftus (for so he was called) was a retired merchant, of moderate fortune, and lived in Abingdon Street."
"On this night, and at the tenth hour, a man of striking and venerable appearance was secn to emerge upon a small wooden balcony, projecting from a bay-window near the top of a picturesque structure situated at the southern extremity of London-bridge.","On this night, and at the tenth hour, a man of striking and venerable appearance was seen to emerge upon a small wooden balcony, projecting from a bay-window near the top of a picturesque structure situated at the southern extremity of London Bridge."
"“ You have been in this room before, and you have seen me before.","“You have been in this room before, and you have seen me before."
"Ginger burst into a roar of laughter, excited by the little old man’s grotesque appearance, in which he was joined by the Tinker ; but the Sandman never relaxed a muscle of his sullen countenance.","Ginger burst into a roar of laughter, excited by the little old man’s grotesque appearance, in which he was joined by the Tinker; but the Sandman never relaxed a muscle of his sullen countenance."
« Great confusion attended his disappearance.,Great confusion attended his disappearance.
‘“ My head is going.,“My head is going.
"“Tt’s Rougemont himself,” cried the dwarf, in alarm.","“It’s Rougemont himself,” cried the dwarf in alarm."
There was no occasion for the devil's interference.,There was no occasion for the devil’s interference.
"Darcy,” said Thorneycroft.","Darcy,” said Thorneycroft."
I should only add to my sufferings.,I should only add to my sufferings.
"Flashes of light passed before Auriol’s eyes, and strange noises smote his ears.","Flashes of light passed before Auriol’s eyes, and strange noises smote his ears."
"On beholding her, Mr.","On beholding her, Mr."
"“ Your carriage waits for you at the door, madam—all is prepared,” said Rougemont, advancing towards her, and taking her hand.","“Your carriage waits for you at the door, madam—all is prepared,” said Rougemont, advancing towards her, and taking her hand."
"He moved his head as Auriol entered the chamber, and the features became visible.","He moved his head as Auriol entered the chamber, and the features became visible."
"Oh, Heaven!",O Heaven!
It was from Edith.,It was from Edith.
"Left alone, Auriol groaned aloud, and covered his face with his hands.","Left alone, Auriol groaned aloud, and covered his face with his hands."
"The law is favourable to you, and the beaks is afeerd to touch you. I think I shall turn dog-fancier myself.” “It’s a good business,” replied Ginger, “ but it requires a hedication.","The law is favourable to you, and the beaks is afeerd to touch you. I think I shall turn dog-fancier myself.” “It’s a good business,” replied Ginger, “but it requires a hedication."
"“ Ve must give the signal to our comrade.” “Vell, T'll tell you wot it is, miss,” said Ginger, coaxingly, “ your svcet’art—I'm sure he's your syect’art—I can tell these things in a minnit—your sveet’art, I say, shall give me fifteen pound, andthe dog’s yourn.","“Ve must give the signal to our comrade.” “Vell, I’ll tell you wot it is, miss,” said Ginger coaxingly, “your sveet’art—I’m sure he’s your sveet’art—I can tell these things in a minnit—your sveet’art, I say, shall give me fifteen pound, and the dog’s yourn."
"“ Why should you doubt it?” “ Oh! sir,” cried Auriol, throwing himself at the old man’s feet, “pity me if I am mad; but offer me some explanation, which may tend to restore me to my senses.","“Why should you doubt it?” “O sir,” cried Auriol, throwing himself at the old man’s feet, “pity me if I am mad; but offer me some explanation, which may tend to restore me to my senses."
"Besides, I am constantly haunted by visions of my old master.","Besides, I am constantly haunted by visions of my old master."
“ What's the matter?,“What’s the matter?
"“ You alarm yourself without reason, Auriol.” “No, not without reason,” he cried.","“You alarm yourself without reason, Auriol.” “No, not without reason,” he cried."
You don’t seem to have a hand for hairdressing.,You don’t seem to have a hand for hairdressing.
"In this lamp were several burners, which cast a lurid light throughout the chamber.","In this lamp were several burners, which cast a lurid light throughout the chamber."
"“TI feel as if I were in a room with a smoky chimney, and no window open.","“I feel as if I were in a room with a smoky chimney, and no window open."
But he was disappointed in his expectation.,But he was disappointed in his expectation.
"“My master often makes inquiries after his grandson, and grieves that the state of his mind should render it necessary to confine him.” “His grandson!","“My master often makes inquiries after his grandson, and grieves that the state of his mind should render it necessary to confine him.” “His grandson!"
"“Come along, and I'll tell you,” replied the iron-merchant, dragging him away, while Morse followed closely behind them.","“Come along, and I’ll tell you,” replied the iron-merchant, dragging him away, while Morse followed closely behind them."
I will come to you again a few hours hence.,I will come to you again a few hours hence.
"You are immortal.” “ True,” rejoined Auriol, thoughtfully ; “‘ but yep——” “ Pshaw!” rejoined the other, “sign, and have done with the matter.” “By this compact I am bound to deliver a victim—a female victim— whenever you shall require it,” cried Auriol.","You are immortal.” “True,” rejoined Auriol thoughtfully; “but yet——” “Pshaw!” rejoined the other, “sign, and have done with the matter.” “By this compact I am bound to deliver a victim—a female victim—whenever you shall require it,” cried Auriol."
What visions floated before me of perpetual youth and enjoyment.,What visions floated before me of perpetual youth and enjoyment.
"Finding him so favourably disposed, Auriol entreated him to let the marriage take place—within three days, if possible.","Finding him so favourably disposed, Auriol entreated him to let the marriage take place—within three days, if possible."
"“ Well, then, I close with you. Here's the money,” said Auriol, taking out his purse.","“Well, then, I close with you. Here’s the money,” said Auriol, taking out his purse."
“Ts your master a-bed ?” demanded Rougemont.,“Is your master a-bed?” demanded Rougemont.
"Thorneycroft, opening his eyes.","Thorneycroft, opening his eyes."
"“T see how it is,” he cried.","“I see how it is,” he cried."
"“ But what has befallen her?” “She has become like his other victims—like my victims !” cried Auriol, distractedly.",“But what has befallen her?” “She has become like his other victims—like my victims!” cried Auriol distractedly.
"Come to me on the morrow, Baldred, and I will repay thee for thy trouble.","Come to me on the morrow, Baldred, and I will repay thee for thy trouble."
"That will account for the strange delusion under which I have laboured.” “J will act upon that hint,” muttered the listener.","That will account for the strange delusion under which I have laboured.” “I will act upon that hint,” muttered the listener."
"Taggard features, stamped deeply with the characters of crime and debauchery; fierce, restless eyes; beards of several days’ growth; wild, unkempt heads of hair, formed their chief personal characteristics; while sordid and ragged clothes; shoes without soles; and old hats without crowne, -.onstituted the sum of their apparel.","Haggard features, stamped deeply with the characters of crime and debauchery; fierce, restless eyes; beards of several days’ growth; wild, unkempt heads of hair, formed their chief personal characteristics; while sordid and ragged clothes, shoes without soles, and old hats without crowns, constituted the sum of their apparel."
"The floor was covered with the implements used by the adept— bolt-heads, crucibles, cucurbites, and retorts, scattered about without any attempt at arrangement.","The floor was covered with the implements used by the adept—bolt-heads, crucibles, cucurbites, and retorts, scattered about without any attempt at arrangement."
“Ts that a crime?” cried Ebba.,“Is that a crime?” cried Ebba.
"“ As we are, such will you be ere long.” “ What crime have you committed ?” demanded Ebba.","“As we are, such will you be ere long.” “What crime have you committed?” demanded Ebba."
“ You cannot escape me.,“You cannot escape me.
"The very atmosphere was different from that which we now breathe, charged with the smoke of myriads of sea-coal fires; and the old picturesque houses had a charm about them, which the present habitations, however commodious, altogether want.” “ You talk like one o’ them smart chaps they calls, and werry properly, penny-a-liars,” observed Ginger.","The very atmosphere was different from that which we now breathe, charged with the smoke of myriads of sea-coal fires; and the old picturesque houses had a charm about them, which the present habitations, however commodious, altogether want.” “You talk like one o’ them smart chaps they calls, and werry properly, penny-a-liars,” observed Ginger."
"On examining it, I found it contained a small quantity of a bright transparent liquid, which, poured forth into a glass, emitted precisely the same odour as the phial.","On examining it, I found it contained a small quantity of a bright transparent liquid, which, poured forth into a glass, emitted precisely the same odour as the phial."
But he had not to wait thus long for a reply.,But he had not to wait thus long for a reply.
"Not a word was spoken for some minutes, but the captives regarded each other piteously.","Not a word was spoken for some minutes, but the captives regarded each other piteously."
"“Then we're entombed alive.” THE PIT. 183 “ Tam,” said the dwarf, with affected nonchalance.","“Then we’re entombed alive.” “ I am,” said the dwarf, with affected nonchalance."
"A beantiful black-and-tan spaniel, of Charles the Second’s breed, popped its short snubby nose and long silken ears out of each coat-pocket.","A beautiful black-and-tan spaniel, of Charles the Second’s breed, popped its short snubby nose and long silken ears out of each coat-pocket."
"“ Oh, he must be out of his mind,” cried Trigge.","“Oh, he must be out of his mind,” cried Trigge."
"After attiring himself, he descended to the lower apartments, in one of which a sumptuous breakfast awaited him ; and having partaken of it, he took a complete survey of the house, and found it larger and more magnificent even than he had supposed it.","After attiring himself, he descended to the lower apartments, in one of which a sumptuous breakfast awaited him; and having partaken of it, he took a complete survey of the house, and found it larger and more magnificent even than he had supposed it."
"I can’t help ‘thinkin’ I've got a terrible fit o’ the nightmare.” “ Let this waken you, then,” said Old Parr, giving him a sound buffet on the ear.","I can’t help thinkin’ I’ve got a terrible fit o’ the nightmare.” “Let this waken you, then,” said Old Parr, giving him a sound buffet on the ear."
"The reigning sovereign should be James, and yet I fancy it is George the Fourth.","The reigning sovereign should be James, and yet I fancy it is George the Fourth."
"“ Wot a constitootion he must have.” “ Surprisin’!” replied the Tinker; “he never suffers from injuries—at least, not much; never grows old; and never expects to die; for he mentions wot he intends doin’ a hundred years hence.” “Oh, he’s a lu-nattic!” exclaimed the Sandman, “a downright lu-nattic; and that accounts fcr his wisitin’ that ‘ere ruined house, and a-fancyin’ he heerd some one talk to him.","“Wot a constitootion he must have!” “Surprisin’!” replied the Tinker; “he never suffers from injuries—at least, not much; never grows old; and never expects to die; for he mentions wot he intends doin’ a hundred years hence.” “Oh, he’s a lu-nattic!” exclaimed the Sandman, “a downright lu-nattic; and that accounts for his wisitin’ that ’ere ruined house, and a-fancyin’ he heerd some one talk to him."
poh!” cried Loftus.,poh!” cried Loftus.
"“ Now get out, if you can.” “ Don't be angry,” cried Ginger, seeing the mistake l:e had committed, and trying to conciliate him ; “ I only meant to frighten you a bit.","“Now get out, if you can.” “Don’t be angry,” cried Ginger, seeing the mistake he had committed, and trying to conciliate him; “I only meant to frighten you a bit."
"“ I was sitting in the back room alone, wondering what had become of you, when I heard a tap against the window, which was partly open, and, looking up, I beheld the tall stranger.","“I was sitting in the back room alone, wondering what had become of you, when I heard a tap against the window, which was partly open, and, looking up, I beheld the tall stranger."
"Good lack, sir!” exclaimed the dwarf, “little of sleep knows Dr. Lamb.","Good lack, sir!” exclaimed the dwarf, “little of sleep knows Doctor Lamb."
"I debated with myself what to do—whether to pursue his murderer, for such I accounted the young man; but, on reflection, I thought the course useless.","I debated with myself what to do—whether to pursue his murderer, for such I accounted the young man; but, on reflection, I thought the course useless."
"“Vell, if you must go, step this vay, then,” rejoined the Tinker, proceeding towards the archway.","“Vell, if you must go, step this vay, then,” rejoined the Tinker, proceeding towards the archway."
"From between these, a broad staircase of white marble ascended to the upper room.","From between these, a broad staircase of white marble ascended to the upper room."
"A few sounds arose from the banks of the river, and there was now and then a plash in the water, or a distant cry, betokening some passing craft; but generally all was profoundly still.","A few sounds arose from the banks of the river, and there was now and then a plash in the water, or a distant cry, betokening some passing craft; but generally all was profoundly still."
"“ Now leave me,” cried Auriol.","“Now leave me,” cried Auriol."
"Behind the curtain was placed a strong light, which showed a wide staircase of black marble, leading to some upper chamber, and at the same time threw the reflection of a gigantic figure upon the drapery, while a hand, the finger of which pointed towards her, was thrust from an opening between its folds.","Behind the curtain was placed a strong light, which showed a wide staircase of black marble, leading to some upper chamber, and at the same time threw the reflection of a gigantic figure upon the drapery, while a hand, the finger of which pointed towards her, was thrust from an opening between its folds."
"“Blocked up !” exclaimed Thorneycroft,",“Blocked up!” exclaimed Thorneycroft.
"I hope to see the rascal, hanged?",I hope to see the rascal hanged!
"“This is my friend, Mr.","“This is my friend, Mr."
"He seems to hold converse with me—to lead me into strange places.” “ Exactly the case with the t’other,” whispered the Tinker to the Sandman.","He seems to hold converse with me—to lead me into strange places.” “Exactly the case with the t’other,” whispered the Tinker to the Sandman."
But I am mad—mad |” The listener langhed to himself.,But I am mad—mad!” The listener laughed to himself.
"This don’t bring it back quite so soon as he expects, ’cos he don’t offer enough ; so he goes to an agent, Mr.","This don’t bring it back quite so soon as he expects, ‘cos he don’t offer enough; so he goes to an agent, Mr."
"There’s a Mounseer Coqquilu as comes over to buy dogs, and ve takes ’em to him at a house near Billinsgit market.” “Then you're alyays sure o’ a ready market somehow,” observed the Sandman.","There’s a Mounseer Coqquilu as comes over to buy dogs, and ve takes ’em to him at a house near Billinsgit market.” “Then you’re alvays sure o’ a ready market somehow,” observed the Sandman."
"“Only for a moment,” said Reeks.","“Only for a moment,” said Reeks."
"Talbot went upstairs to tea, they found that Edith’s aunt, Mrs.","Talbot went up-stairs to tea, they found that Edith’s aunt, Mrs."
My father supposed you had died in his infancy.,My father supposed you had died in his infancy.
"ha!” And seizing the lever, he broke open the chest beside him.","ha!” And seizing the lever, he broke open the chest beside him."
“ But now comes the cream o’ the jest.,“But now comes the cream o’ the jest.
"To the irvon-merchant’s surprise, he perceived that the face of this individual was covered with a piece of black crape.","To the iron-merchant’s surprise, he perceived that the face of this individual was covered with a piece of black crape."
"“ Will it disturb Dr. Lamb if his grandson goes up to him 2” said the latter, after a brief pause.","“Will it disturb Doctor Lamb if his grandson goes up to him?” said the latter, after a brief pause."
"The dogs set up a prodigious barking, and flew to the rescue—one of the largest of them passing over the body of the drowsy waiter, who had sought his customary couch upon the coals, and rousing him from his slumbers; while the Tinker, uttering a fierce imprecation, upset his chair in his haste to catch hold of the dwarf’s legs; but the latter was already out of reach, and the next moment had vanished entirely.","The dogs set up a prodigious barking, and flew to the rescue—one of the largest of them passing over the body of the drowsy waiter, who had sought his customary couch upon the coals, and rousing him from his slumbers; while the Tinker, uttering a fierce imprecation, upset his chair in his haste to catch hold of the dwarf’s legs; but the latter was already out of reach, and the next moment had vanished entirely."
"Retreat was now impossible,",Retreat was now impossible.
"Methinks I am already young again !” “ You spoke of two crimes with which your conscience was burdened,” remarked Auriol.","Methinks I am already young again!” “You spoke of two crimes with which your conscience was burdened,” remarked Auriol."
"“I was a perruquier myself, when wigs were more in fashion than they are now.” “Ha!","“I was a perruquier myself, when wigs were more in fashion than they are now.” “Ha!"
"But how d’ye account for livin’ so long ?” he added, winking as he spoke to the others.","But how d’ye account for livin’ so long?” he added, winking as he spoke to the others."
Thorneycroft ; “I shall die.,Thorneycroft; “I shall die.
I dessay Mr.,I dessay Mr.
"Try a few drops of it on some animal.” “ No—no; it is the true elixir,” replied Darcy.","Try a few drops of it on some animal.” “No—no; it is the true elixir,” replied Darcy."
"In the midst of the chaotic mass frowned the bearded and colossal head of Neptune, which had once decorated the forepart of a man-of-war.","In the midst of the chaotic mass frowned the bearded and colossal head of Neptune, which had once decorated the forepart of a man-of-war."
"“ Reeal your words—Ebba—recal them —but no, once uttered—it is impossible.","“Recall your words—Ebba—recall them—but no, once uttered—it is impossible."
"His hair, which dangled in long flakes over his ears and neck, was of a dunnish red, as were also his whiskers and beard.","His hair, which dangled in long flakes over his ears and neck, was of a dunnish red, as were also his whiskers and beard."
