Unnamed: 0,OCR Text,Ground Truth,Lexical Correction,Model Correction,old_CER,new_CER,CER_reduction
354,"And so, in fact, it had been.","And so, in fact, it had been.","And so, in fact, it had been.","And so, in fact, it had been.",0.0,0.0,
355,"I was terribly frightencd, but something prevented me from crying out.","I was terribly frightened, but something prevented me from crying out.","I was terribly frightened, but something prevented me from crying out.","I was terribly frightened, but something prevented me from crying out.",0.0,0.0,
356,"Don’t disturb yourself, sir,","Don’t disturb yourself, sir.","Don’t disturb yourself, sir,","Don’t disturb yourself, sir.",0.03571428571428571,0.0,100.0
357,It was Mr.,It was Mr.,It was Mr.,100 AURIOL. It was Mr.,0.0,1.2,-inf
358,"Near it were two parchment scrolls, written in letters, respectively denominated by the Chaldaic sages, “ the Malachim,” and “the Passing of the River.” One of these scrolls was kept in its place by a skull.","Near it were two parchment scrolls, written in letters, respectively denominated by the Chaldaic sages, “the Malachim,” and “the Passing of the River.” One of these scrolls was kept in its place by a skull.","Near it were two parchment scrolls, written in letters, respectively denominated by the Chaldaic sages, “ the Malachim,” and “the Passing of the River.” One of these scrolls was kept in its place by a skull.","Near it were two parchment scrolls, written in letters respectively denominated by the Chaldean sages “the Malachim,” and “the Passing of the River.” One of these scrolls was kept in its place by a skull.",0.0048543689320388345,0.024271844660194174,-400.0
359,"Thorneycroft, the watchmen carried the wounded man across the road towards a small house, the door of which was held open by a female servant, with a vandle in her hand.","Thorneycroft, the watchmen carried the wounded man across the road towards a small house, the door of which was held open by a female servant, with a candle in her hand.","Thorneycroft, the watchmen carried the wounded man across the road towards a small house, the door of which was held open by a female servant, with a candle in her hand.","Thorneycroft, the watchmen carried the wounded man across the road towards a small house, the door of which was held open by a female servant, with a candle in her hand.",0.0,0.0,
360,"Darcy looks as if he were suffering from mental anxiety rather than from bodily ailment,” she replied, timidly.","Darcy looks as if he were suffering from mental anxiety rather than from bodily ailment,” she replied timidly.","Darcy looks as if he were suffering from mental anxiety rather than from bodily ailment,” she replied, timidly.","Darcy looks as if he were suffering from mental anxiety rather than from bodily ailment,” she replied timidly.",0.00909090909090909,0.0,100.0
361,A demoniacsl smile played upon his features.,A demoniacal smile played upon his features.,A demoniacs smile played upon his features.,A demoniac smile played upon his features.,0.045454545454545456,0.045454545454545456,0.0
362,His companion followed him.,His companion followed him.,His companion followed him.,His companion followed him.,0.0,0.0,
363,"I'll jist finish it for him.” “ Vith all my ’art,” said the Tinker.","I’ll jist finish it for him.” “Vith all my ‘art,” said the Tinker.","I'll jist finish it for him.” “ Vith all my ’art,” said the Tinker.","I’ll jist finish it for him.” “Vith all my ‘art,” said the Tinker.",0.045454545454545456,0.0,100.0
364,"The occupants of the different chambers, alarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could render no assistance.","The occupants of the different chambers, alarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could render no assistance.","The occupants of the different chambers, alarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could render no assistance.","The occupants of the different chambers, alarmed by the noise, called out to know what was going forward; but being locked in their rooms, they could render no assistance.",0.0,0.0,
365,"I'll only jist peep out into the hall, and see if Mr.","I’ll only jist peep out into the hall, and see if Mr.","I'll only jist peep out into the hall, and see if Mr.","I’ll only jist peep out into the hall, and see if Mr.",0.018867924528301886,0.0,100.0
366,"“ Quite so,” she replied, gazing at him with tenderness ; “T long to be alone with you.” “ Come, then,” said Auriol.","“Quite so,” she replied, gazing at him with tenderness; “I long to be alone with you.” “Come, then,” said Auriol.","“ Quite so,” she replied, gazing at him with tenderness ; “T long to be alone with you.” “ Come, then,” said Auriol.","“Quite so,” she replied, gazing at him with tenderness; “I long to be alone with you.” “Come, then,” said Auriol.",0.035398230088495575,0.0,100.0
367,"“This is the night when it will be accomplished.” “ Your moody fancies do not alarm me as they used to do, dear Auriol,” she rejoined, “‘ because I know them to be the fruit of a diseased imagination.","“This is the night when it will be accomplished.” “Your moody fancies do not alarm me as they used to do, dear Auriol,” she rejoined, “because I know them to be the fruit of a diseased imagination.","“This is the night when it will be accomplished.” “ Your moody fancies do not alarm me as they used to do, dear Auriol,” she rejoined, “‘ because I know them to be the fruit of a diseased imagination.","“This is the night when it will be accomplished.” “Your moody fancies do not alarm me as they used to do, dear Auriol,” she rejoined, “because I know them to be the fruit of a diseased imagination.",0.015228426395939087,0.0,100.0
368,"Thorneycroft, turning pale, and trembling.","Thorneycroft, turning pale, and trembling.","Thorneycroft, turning pale, and trembling.","Thorneycroft, turning pale, and trembling.",0.0,0.0,
369,"I Telped to convey him to the laboratory, where I left him with the doctor, who wss busy with his experiments.","I helped to convey him to the laboratory, where I left him with the doctor, who was busy with his experiments.","I Telped to convey him to the laboratory, where I left him with the doctor, who was busy with his experiments.","I told him to convey him to the laboratory, where I left him with the doctor, who was busy with his experiments.",0.00909090909090909,0.06363636363636363,-599.9999999999999
370,"“Tt seems to me rather a stimulant than a soothing potion,” he remarked, after emptying the phial.","“It seems to me rather a stimulant than a soothing potion,” he remarked, after emptying the phial.","“Tt seems to me rather a stimulant than a soothing potion,” he remarked, after emptying the phial.","“It seems to me rather a stimulant than a soothing potion,” he remarked, after emptying the phial.",0.01020408163265306,0.0,100.0
371,"“I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.” “ What's that you say?” cried Thorneycroft, quickly.","“I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.” “What’s that you say?” cried Thorneycroft quickly.","“I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.” “ What's that you say?” cried Thorneycroft, quickly.","“I only saw him for a few minutes the other night, after I had been thrown into the Serpentine by the tall man in the black cloak.” “What’s that you say?” cried Thorneycroft quickly.",0.016483516483516484,0.0,100.0
372,quick !,quick!,quick !,quick!,0.16666666666666666,0.0,100.0
373,"On awaking, he found himself within a cell, the walls, the floor, and the ceiling of which were of solid stone masonry.","On awaking, he found himself within a cell, the walls, the floor, and the ceiling of which were of solid stone masonry.","On awaking, he found himself within a cell, the walls, the floor, and the ceiling of which were of solid stone masonry.","On awaking, he found himself within a cell, the walls, the floor, and the ceiling of which were of solid stone masonry.",0.0,0.0,
374,"Oh, that my victims are imaginary!",Oh that my victims are imaginary!,"Oh, that my victims are imaginary!",Oh that my victims are imaginary!,0.030303030303030304,0.0,100.0
375,"“What do you want, my little friend, eh?” said the barber.","“What do you want, my little friend, eh?” said the barber.","“What do you want, my little friend, eh?” said the barber.","“What do you want, my little friend, eh?” said the barber.",0.0,0.0,
376,"The old man’s gaze was fixed upon a crucible placed upon the furnace, and he was occupied in working the bellows.","The old man’s gaze was fixed upon a crucible placed upon the furnace, and he was occupied in working the bellows.","The old man’s gaze was fixed upon a crucible placed upon the furnace, and he was occupied in working the bellows.","The old man’s gaze was fixed upon a crucible placed upon the furnace, and he was occupied in working the bellows.",0.0,0.0,
377,"“ Look forth, then,” said the old man.","“Look forth, then,” said the old man.","“ Look forth, then,” said the old man.","“Look forth, then,” said the old man.",0.02702702702702703,0.0,100.0
378,‘“ You have entrapped me ruffians.,"“You have entrapped me, ruffians.",‘“ You have entrapped me ruffians.,“You have entrapped me ruffians.,0.09090909090909091,0.030303030303030304,66.66666666666666
379,Now let us talk on other matters.,Now let us talk on other matters.,Now let us talk on other matters.,Now let us talk on other matters.,0.0,0.0,
380,"“ Look up !” cried the speaker, again plucking his hair.","“Look up!” cried the speaker, again plucking his hair.","“ Look up !” cried the speaker, again plucking his hair.","“Look up!” cried the speaker, again plucking his hair.",0.037037037037037035,0.0,100.0
381,"Thorneycroft staggered along the passage, expecting every moment to drop, until at length a current of fresh air blew in his face, and enabled him to breathe more freely.","Thorneycroft staggered along the passage, expecting every moment to drop, until at length a current of fresh air blew in his face, and enabled him to breathe more freely.","Thorneycroft staggered along the passage, expecting every moment to drop, until at length a current of fresh air blew in his face, and enabled him to breathe more freely.","Thorneycroft staggered along the passage, expecting every moment to drop, until at length a current of fresh air blew in his face, and enabled him to breathe more freely.",0.0,0.0,
382,"His forehead was high, bald, and ploughed by innumerable wrinkles.","His forehead was high, bald, and ploughed by innumerable wrinkles.","His forehead was high, bald, and ploughed by innumerable wrinkles.","His forehead was high, bald, and ploughed by innumerable wrinkles.",0.0,0.0,
383,"“ And yet, why am I here?” pursued Auriol, looking around.","“And yet, why am I here?” pursued Auriol, looking around.","“ And yet, why am I here?” pursued Auriol, looking around.","“And yet, why am I here?” pursued Auriol, looking around.",0.017543859649122806,0.0,100.0
384,"“ Otherwise, there is no chance of success.” “ Be it as you will,” returned Thorneycroft, “I must perforce agree.” “ All then is clearly understood,” said Reeks, “and we can now set out.” Upon this, Ginger conducted Mr.","“Otherwise, there is no chance of success.” “Be it as you will,” returned Thorneycroft, “I must perforce agree.” “All then is clearly understood,” said Reeks, “and we can now set out.” Upon this, Ginger conducted Mr.","“ Otherwise, there is no chance of success.” “ Be it as you will,” returned Thorneycroft, “I must perforce agree.” “ All then is clearly understood,” said Reeks, “and we can now set out.” Upon this, Ginger conducted Mr.","“Otherwise, there is no chance of success.” “Be it as you will,” returned Thorneycroft; “I must perforce agree.” “All then is clearly understood,” said Reeks; “and we can now set out.” Upon this, Ginger conducted Mr.",0.013888888888888888,0.009259259259259259,33.33333333333333
385,"‘Yo’ll be good evidence, in case ve vishes to prove the fact agin him.” “ Prove what ?—and against whom ?” cried the dwarf.","Yo’ll be good evidence, in case ve vishes to prove the fact agin him.” “Prove what?—and against whom?” cried the dwarf.","‘Yo’ll be good evidence, in case ve wishes to prove the fact agin him.” “ Prove what ?—and against whom ?” cried the dwarf.","“Yo’ll be good evidence, in case ve wishes to prove the fact agin him.” “Prove what?—and against whom?” cried the dwarf.",0.04201680672268908,0.01680672268907563,60.00000000000001
386,"“T have,” replied the little old man.","“I have,” replied the little old man.","“T have,” replied the little old man.","“I have,” replied the little old man.",0.02702702702702703,0.0,100.0
387,"But with whom has she run away ?” “ With a young man named Auriol Darcy,” replied Thorneycroft.","But with whom has she run away?” “With a young man named Auriol Darcy,” replied Thorneycroft.","But with whom has she run away ?” “ With a young man named Auriol Darcy,” replied Thorneycroft.","But with whom has she run away?” “With a young man named Auriol Darcy,” replied Thorneycroft.",0.021505376344086023,0.0,100.0
388,‘ There’s two friends o’ mine as yishes to be present at our conference.,“There’s two friends o’ mine as vishes to be present at our conference.,‘ There’s two friends o’ mine as wishes to be present at our conference.,“There’s two friends o’ mine as wishes to be present at our conference.,0.04225352112676056,0.014084507042253521,66.66666666666666
389,"Thorneycroft to the coach, and as soon as the latter got into it, tied a handkerchief tightly over his eyes.","Thorneycroft to the coach, and as soon as the latter got into it, tied a handkerchief tightly over his eyes.","Thorneycroft to the coach, and as soon as the latter got into it, tied a handkerchief tightly over his eyes.","Thorneycroft to the coach, and as soon as the latter got into it, tied a handkerchief tightly over his eyes.",0.0,0.0,
390,"“ What have you done to me?” he asked, with a look of gratitude; “ the torture of my wound has suddenly ceased, and I feel as if a balm had been dropped into it.","“What have you done to me?” he asked, with a look of gratitude; “the torture of my wound has suddenly ceased, and I feel as if a balm had been dropped into it.","“ What have you done to me?” he asked, with a look of gratitude; “ the torture of my wound has suddenly ceased, and I feel as if a balm had been dropped into it.","“What have you done to me?” he asked, with a look of gratitude; “the torture of my wound has suddenly ceased, and I feel as if a balm had been dropped into it.",0.012578616352201259,0.0,100.0
391,"- You shall not go!” cried Anriol, seizing him.","“You shall not go!” cried Auriol, seizing him.","- You shall not go!” cried Anriol, seizing him.","—You shall not go!” cried Aniol, seizing him.",0.06521739130434782,0.06521739130434782,0.0
392,"When the week has elapsed, I shall require Edith at your hands.","When the week has elapsed, I shall require Edith at your hands.","When the week has elapsed, I shall require Edith at your hands.","When the week has elapsed, I shall require Edith at your hands.",0.0,0.0,
393,"When I yielded to your entreaties on a former occasion, and took you forth, I narrowly prevented you from doing all we met a mischief.” “TJ have no recollection of any such circumstance,” returned Auriol, mournfully.","When I yielded to your entreaties on a former occasion, and took you forth, I narrowly prevented you from doing all we met a mischief.” “I have no recollection of any such circumstance,” returned Auriol mournfully.","When I yielded to your entreaties on a former occasion, and took you forth, I narrowly prevented you from doing all we met a mischief.” “TJ have no recollection of any such circumstance,” returned Auriol, mournfully.","When I yielded to your entreaties on a former occasion, and took you forth, I narrowly prevented you from doing all we met a mischief.” “I have no recollection of any such circumstance,” returned Auriol mournfully.",0.014018691588785047,0.0,100.0
394,“Such reprehensible indifference gives encouragement to people of your profession.,“Such reprehensible indifference gives encouragement to people of your profession.,“Such reprehensible indifference gives encouragement to people of your profession.,“Such reprehensible indifference gives encouragement to people of your profession.,0.0,0.0,
395,"Auriol watched him as he timidly advanced towards Rougemont, and had an indistinct recollection of having seen him before; but could not call to mind how or where.","Auriol watched him as he timidly advanced towards Rougemont, and had an indistinct recollection of having seen him before; but could not call to mind how or where.","Auriol watched him as he timidly advanced towards Rougemont, and had an indistinct recollection of having seen him before; but could not call to mind how or where.","Auriol watched him as he timidly advanced towards Rougemont, and had an indistinct recollection of having seen him before; but could not call to mind how or where.",0.0,0.0,
396,For nigh fifty years after that fatal night I have been making fruitless experiments.,For nigh fifty years after that fatal night I have been making fruitless experiments.,For nigh fifty years after that fatal night I have been making fruitless experiments.,For nigh fifty years after that fatal night I have been making fruitless experiments.,0.0,0.0,
397,I'll tell you wot happened t’other day.,I’ll tell you wot happened t’other day.,I'll tell you wot happened t’other day.,I’ll tell you wot happened t’other day.,0.02564102564102564,0.0,100.0
398,"Half an hour elapsed, and while the bells were ringing in the new year joyfully, the young man whom I had assisted to carry up-stairs, and whom I supposed at death’s door, marched down as firmly as if nothing had happened, passed by me, and disappeared, before I could shake off my astonishment.","Half-an-hour elapsed, and while the bells were ringing in the new year joyfully, the young man whom I had assisted to carry up-stairs, and whom I supposed at death’s door, marched down as firmly as if nothing had happened, passed by me, and disappeared, before I could shake off my astonishment.","Half an hour elapsed, and while the bells were ringing in the new year joyfully, the young man whom I had assisted to carry up-stairs, and whom I supposed at death’s door, marched down as firmly as if nothing had happened, passed by me, and disappeared, before I could shake off my astonishment.","Half an hour elapsed, and while the bells were ringing in the new year joyfully, the young man whom I had assisted to carry up-stairs, and whom I supposed at death’s door, marched down as firmly as if nothing had happened, passed by me, and disappeared, before I could shake off my astonishment.",0.006779661016949152,0.006779661016949152,0.0
399,"Talbot, who had approached Auriol. ‘I-came to bid you good-by.","Talbot, who had approached Auriol, “I came to bid you good-bye.","Talbot, who had approached Auriol. ‘I-came to bid you good-by.","Talbot, who had approached Auriol, ‘I came to bid you good-by.",0.06349206349206349,0.031746031746031744,50.0
400,"I have seen you, and experienced your gentle ministry; and it is impossible, so circumstanced, to be blind to your attractions.","I have seen you, and experienced your gentle ministry; and it is impossible, so circumstanced, to be blind to your attractions.","I have seen you, and experienced your gentle ministry; and it is impossible, so circumstances, to be blind to your attractions.","I have seen you, and experienced your gentle ministry; and it is impossible, under such circumstances, to be blind to your attractions.",0.007874015748031496,0.07874015748031496,-900.0
401,“ Saved—saved!” shrieked Darcy.,“Saved—saved!” shrieked Darcy.,“ Saved—saved!” shrieked Darcy.,“Saved—saved!” shrieked Darcy.,0.03333333333333333,0.0,100.0
402,"A door was presently opened, and as soon as the party had passed through it, closed.","A door was presently opened, and as soon as the party had passed through, it closed.","A door was presently opened, and as soon as the party had passed through it, closed.","A door was presently opened, and as soon as the party had passed through it, closed.",0.023809523809523808,0.023809523809523808,0.0
403,"“ Fire !” cried Rougemont, drawing himself up to his towering height.","“Fire!” cried Rougemont, drawing himself up to his towering height.","“ Fire !” cried Rougemont, drawing himself up to his towering height.","“Fire!” cried Rougemont, drawing himself up to his towering height.",0.029850746268656716,0.0,100.0
404,"Trigge chiefly delights ; with them, indeed, he is great, for it is by them he has been dubbed the Barber of London.","Trigge chiefly delights; with them, indeed, he is great, for it is by them he has been dubbed the Barber of London.","Trigge chiefly delights ; with them, indeed, he is great, for it is by them he has been dubbed the Barber of London.","Trigge chiefly delights; with them, indeed, he is great, for it is by them he has been dubbed the Barber of London.",0.008695652173913044,0.0,100.0
405,"Glancing round for a moment, the Tinker leaped into the cellar, and, unmasking his lantern, showed a sort of hiding-place, between a bulk of timber and a boiler, to which he invited his companion.","Glancing round for a moment, the Tinker leaped into the cellar, and, unmasking his lantern, showed a sort of hiding-place, between a bulk of timber and a boiler, to which he invited his companion.","Glancing round for a moment, the Tinker leaper into the cellar, and, unmasking his lantern, showed a sort of hiding-place, between a bulk of timber and a boiler, to which he invited his companion.","Glancing round for a moment, the Tinker leaped into the cellar, and, unmasking his lantern, showed a sort of hiding-place, between a bulk of timber and a boiler, to which he invited his companion.",0.00510204081632653,0.0,100.0
406,"After a while, he looked up at Rougemont, who was leaning over his shoulder, and whose features were wrinkled with a derisive smile.","After a while he looked up at Rougemont, who was leaning over his shoulder, and whose features were wrinkled with a derisive smile.","After a while, he looked up at Rougemont, who was leaning over his shoulder, and whose features were wrinkled with a derisive smile.","After a while, he looked up at Rougemont, who was leaning over his shoulder, and whose features were wrinkled with a derisive smile.",0.007633587786259542,0.007633587786259542,0.0
407,"‘“ Ve've set ourselves free at last, and have made some nice diskiveries into the bargin.” “ Yes, ve’ve found it all out,” added the Tinker.","“Ve’ve set ourselves free at last, and have made some nice diskiveries into the bargin.” “Yes, ve’ve found it all out,” added the Tinker.","‘“ Ve've set ourselves free at last, and have made some nice discoveries into the bargain.” “ Yes, ve’ve found it all out,” added the Tinker.","“Ve’ve set ourselves free at last, and have made some nice discoveries into the bargain.” “Yes, ve’ve found it all out,” added the Tinker.",0.051094890510948905,0.021897810218978103,57.14285714285714
408,"“T'm sorry to hear it,” said Ginger, shaking his head.","“I’m sorry to hear it,” said Ginger, shaking his head.","“T'm sorry to hear it,” said Ginger, shaking his head.","“I’m sorry to hear it,” said Ginger, shaking his head.",0.037037037037037035,0.0,100.0
409,ha!” screamed the dwarf.,ha!” screamed the dwarf.,ha!” screamed the dwarf.,ha!” screamed the dwarf.,0.0,0.0,
410,"The same game is played over agin, and she comes down with another four pound.","The same game is played over agin, and she comes down with another four pound.","The same game is played over agin, and she comes down with another four pound.","The same game is played over agin, and she comes down with another four pound.",0.0,0.0,
411,"“ But, as you are aware, I’m not so easily disposed of.” Again the bystanders exchanged significant looks.","“But, as you are aware, I’m not so easily disposed of.” Again the bystanders exchanged significant looks.","“ But, as you are aware, I’m not so easily disposed of.” Again the bystanders exchanged significant looks.","“But, as you are aware, I’m not so easily disposed of.” Again the bystanders exchanged significant looks.",0.009523809523809525,0.0,100.0
412,Who is it ?” cried Trigce.,Who is it?” cried Trigge.,Who is it ?” cried Trigce.,Who is it?” cried Trigge.,0.08,0.0,100.0
413,"In this way they proceeded along Millbank-street and Abingdon-street, until, turning off on the right, they found themselves before an old and partly-demolished building.","In this way they proceeded along Millbank Street and Abingdon Street, until, turning off on the right, they found themselves before an old and partly-demolished building.","In this way they proceeded along Millbank-street and Abingdon-street, until, turning off on the right, they found themselves before an old and partly-demolished building.","In this way they proceeded along Millbank Street and Abingdon Street, until, turning off on the right, they found themselves before an old and partly demolished building.",0.023529411764705882,0.0058823529411764705,75.0
414,"“ My master does not like to be interrupted in his operations, as you know, sir,” replied the dwarf, “and seldom suffers any one, except myself, to enter his laboratory ; but I will make so bold as to introduce Master Auriol, if he desires it.” “ You will confer the greatest favour on me by doing so,” cried Auriol, rising.","“My master does not like to be interrupted in his operations, as you know, sir,” replied the dwarf, “and seldom suffers any one, except myself, to enter his laboratory; but I will make so bold as to introduce Master Auriol, if he desires it.” “You will confer the greatest favour on me by doing so,” cried Auriol, rising.","“ My master does not like to be interrupted in his operations, as you know, sir,” replied the dwarf, “and seldom suffers any one, except myself, to enter his laboratory ; but I will make so bold as to introduce Master Auriol, if he desires it.” “ You will confer the greatest favour on me by doing so,” cried Auriol, rising.","“My master does not like to be interrupted in his operations, as you know, sir,” replied the dwarf, “and seldom suffers any one, except myself, to enter his laboratory; but I will make so bold as to introduce Master Auriol, if he desires it.” “You will confer the greatest favour on me by doing so,” cried Auriol, rising.",0.009345794392523364,0.0,100.0
415,"Ve'll only jist giv’ a look about us, and thef come back.” “ Stay where you are, rascal !” cried Thorneycroft, angrily.","Ve’ll only jist giv’ a look about us, and then come back.” “Stay where you are, rascal!” cried Thorneycroft angrily.","Ve'll only jist giv’ a look about us, and then come back.” “ Stay where you are, rascal !” cried Thorneycroft, angrily.","Ve’ll only jist giv’ a look about us, and then come back.” “Stay where you are, rascal!” cried Thorneycroft angrily.",0.034482758620689655,0.0,100.0
416,"As the place is now partially, if not altogether, swept away, and a wide and airy street passes through the midst of its foul recesses, a slight sketch may be given of its former appearance.","As the place is now partially, if not altogether, swept away, and a wide and airy street passes through the midst of its foul recesses, a slight sketch may be given of its former appearance.","As the place is now partially, if not altogether, swept away, and a wide and airy street passes through the midst of its foul recesses, a slight sketch may be given of its former appearance.","As the place is now partially, if not altogether, swept away, and a wide and airy street passes through the midst of its foul recesses, a slight sketch may be given of its former appearance.",0.0,0.0,
417,"The lights within the lamp had expired; but the bright moonlight, streaming through the window, fell upon the rigid features of the unfortunate alchemist, and on the cabalistic characters of the open volume beside him.","The lights within the lamp had expired; but the bright moonlight, streaming through the window, fell upon the rigid features of the unfortunate alchemist, and on the cabalistic characters of the open volume beside him.","The lights within the lamp had expired; but the bright moonlight, streaming through the window, fell upon the rigid features of the unfortunate alchemist, and on the cabalistic characters of the open volume beside him.","The lights within the lamp had expired; but the bright moonlight, streaming through the window, fell upon the rigid features of the unfortunate alchemist, and on the cabalistic characters of the open volume beside him.",0.0,0.0,
418,"“ Perfectly so,” replied Ginger.","“Perfectly so,” replied Ginger.","“ Perfectly so,” replied Ginger.","“Perfectly so,” replied Ginger.",0.03225806451612903,0.0,100.0
419,"Perpetual life !—perpetual youth !—what more need be desired ?” “What more, indeed!” cried Auriol.","Perpetual life!—perpetual youth!—what more need be desired?” “What more, indeed!” cried Auriol.","Perpetual life !—perpetual youth !—what more need be desired ?” “What more, indeed!” cried Auriol.","Perpetual life—perpetual youth—what more need be desired?” “What more, indeed!” cried Auriol.",0.031578947368421054,0.021052631578947368,33.333333333333336
420,"Doctor Lamb's gaze was fixed intently upon the heavens, and he seemed to be noting the position of the moon with reference to some particular star.","Doctor Lamb’s gaze was fixed intently upon the heavens, and he seamed to be noting the position of the moon with reference to some particular star.","Doctor Lamb's gaze was fixed intently upon the heavens, and he seemed to be noting the position of the moon with reference to some particular star.","Doctor Lamb’s gaze was fixed intently upon the heavens, and he seemed to be noting the position of the moon with reference to some particular star.",0.013605442176870748,0.006802721088435374,50.0
421,"“I thought you too knowin’ a cove, Tinker, to be gulled by such an old-vife’s story as that.” “ Let’s have the old fellow in and talk to him,” replied the Tinker.","“I thought you too knowin’ a cove, Tinker, to be gulled by such an old vife’s story as that.” “Let’s have the old fellow in and talk to him,” replied the Tinker.","“I thought you too knowin’ a cove, Tinker, to be gulled by such an old-vife’s story as that.” “ Let’s have the old fellow in and talk to him,” replied the Tinker.","“I thought you too knowin’ a cove, Tinker, to be gulled by such an old-vife’s story as that.” “Let’s have the old fellow in and talk to him,” replied the Tinker.",0.012422360248447204,0.006211180124223602,50.0
422,"I'd scorn to take adwantage o’ the likes 0’ you.” “ Thope you didn’t give too much, then, friend,” replicd Ebba,","I’d scorn to take adwantage o’ the likes o’ you.” “I hope you didn’t give too much, then, friend,” replied Ebba.","I'd scorn to take advantage o’ the likes 0’ you.” “ Thope you didn’t give too much, then, friend,” replied Ebba,","I’d scorn to take advantage o’ the likes o’ you.” “I hope you didn’t give too much, then, friend,” replied Ebba.",0.05357142857142857,0.008928571428571428,83.33333333333333
423,“ What ails you ?” she anxiously inquired.,“What ails you?” she anxiously inquired.,“ What ails you ?” she anxiously inquired.,“What ails you?” she anxiously inquired.,0.05,0.0,100.0
424,how?” cried Auriul.,how?” cried Auriol.,how?” cried Auriul.,how?” cried Auriol.,0.05263157894736842,0.0,100.0
425,"“ Vell, she sent four pound, and I put up with it, pursued Ginger; “but about a month arterwards she loses her favourite agin, and, strange to say, I finds it.","“Vell, she sent four pound, and I put up with it,” pursued Ginger; “but about a month arterwards she loses her favourite agin, and, strange to say, I finds it.","“ Vell, she sent four pound, and I put up with it, pursued Ginger; “but about a month afterwards she loses her favourite agin, and, strange to say, I finds it.","“Vell, she sent four pound, and I put up with it, pursued Ginger; “but about a month arterwards she loses her favourite agin, and, strange to say, I finds it.",0.018867924528301886,0.006289308176100629,66.66666666666666
426,"And at the words, a heavy slab of marble rose slowly from the floor near where Ebba sat, and disclosed a dark pit beneath.","And at the words, a heavy slab of marble rose slowly from the floor near where Ebba sat, and disclosed a dark pit beneath.","And at the words, a heavy slab of marble rose slowly from the floor near where Ebba sat, and disclosed a dark pit beneath.","And at the words, a heavy slab of marble rose slowly from the floor near where Ebba sat, and disclosed a dark pit beneath.",0.0,0.0,
427,Conceive my despair at beholding the fair image of my idolatry destroyed—defaced by my hand.,Conceive my despair at beholding the fair image of my idolatry destroyed—defaced by my hand.,Conceive my despair at beholding the fair image of my idolatry destroyed—defaced by my hand.,Conceive my despair at beholding the fair image of my idolatry destroyed—defaced by my hand.,0.0,0.0,
428,"Skulking along the blank and dreary walls, the Tinker, who was now a little in advance, stopped before a door, and pushing it open, entered the dwelling.","Skulking along the blank and dreary walls, the Tinker, who was now a little in advance, stopped before a door, and pushing it open, entered the dwelling.","Skulking along the blank and dreary walls, the Tinker, who was now a little in advance, stopped before a door, and pushing it open, entered the dwelling.","Skulking along the blank and dreary walls, the Tinker, who was now a little in advance, stopped before a door, and pushing it open, entered the dwelling.",0.0,0.0,
429,"This pit evidently communicated with a lower range of chambers, as was shown by a brazen lamp burning under an archway.","This pit evidently communicated with a lower range of chambers, as was shown by a brazen lamp burning under an archway.","This pit evidently communicated with a lower range of chambers, as was shown by a brazen lamp burning under an archway.","This pit evidently communicated with a lower range of chambers, as was shown by a brazen lamp burning under an archway.",0.0,0.0,
430,It was filled with bars of silver.,It was filled with bars of silver.,It was filled with bars of silver.,It was filled with bars of silver.,0.0,0.0,
431,". The next moment, the coach was put in motion, and rattled over the stones at a rapid pace.","The next moment, the coach was put in motion, and rattled over the stones at a rapid pace.",". The next moment, the coach was put in motion, and rattled over the stones at a rapid pace.","The next moment, the coach was put in motion, and rattled over the stones at a rapid pace.",0.022222222222222223,0.0,100.0
432,"‘“ But why do you particularise him ?” “ Because I have heard some things of him not much to his credit,” replied Mr.","“But why do you particularise him?” “Because I have heard some things of him not much to his credit,” replied Mr.","‘“ But why do you particularise him ?” “ Because I have heard some things of him not much to his credit,” replied Mr.","“But why do you particularise him?” “Because I have heard some things of him not much to his credit,” replied Mr.",0.035398230088495575,0.0,100.0
433,"My memory sometimes deserts me altogether, and my past life appears like adream.","My memory sometimes deserts me altogether, and my past life appears like a dream.","My memory sometimes deserts me altogether, and my past life appears like dreams.","My memory sometimes deserts me altogether, and my past life appears like dreams.",0.037037037037037035,0.037037037037037035,0.0
434,"“ Where are you taking me?” he inquired, attempting to stop.","“Where are you taking me?” he inquired, attempting to stop.","“ Where are you taking me?” he inquired, attempting to stop.","“Where are you taking me?” he inquired, attempting to stop.",0.01694915254237288,0.0,100.0
435,What's that?” he cried.,What’s that?” he cried.,What's that?” he cried.,What’s that?” he cried.,0.043478260869565216,0.0,100.0
436,"With the birth of the century now expiring I first saw light, and the draught I hold in my hand shall enable me to see the opening of centuries and centuries to come.","With the birth of the century now expiring I first saw light, and the draught I hold in my hand shall enable me to see the opening of centuries and centuries to come.","With the birth of the century now expiring I first saw light, and the draught I hold in my hand shall enable me to see the opening of centuries and centuries to come.","With the birth of the century now expiring I first saw light, and the draught I hold in my hand shall enable me to see the opening of centuries and centuries to come.",0.0,0.0,
