OCR Text,Ground Truth
In one corner was a large terrestrial sphere; near it was an astrolabe; and nenar that a heap of disused glass essels.,"In one corner was a large terrestrial sphere: near it was an astrolabe, and near that a heap of disused glass vessels."
"Do not yield to the demands of this fiend, Ebba1 eried Auriol, gazing at her distractedly.","“Do not yield to the demands of this fiend, Ebba!” cried Auriol, gazing at her distractedly."
"Witness his chastisement, then,'' cried tle voice.","“Witness his chastisement, then,” cried the voice."
""" It was sigued in ignorance.",“It was signed in ignorance.
I often meect a face that I cnn remember in James the First's time.,I often meet a face that I can remember in James the First’s time.
"I shrieked out; but there was no one to heed my cries, unless it were my dead mastcr, and two or three skeletons with which the walls sero garnished.","I shrieked out; but there was no one to heed my cries, unless it were my dead master, and two or three skeletons with which the walls were garnished."
Talbot was entirely influenced by selfish considerutions.,Talbot was entirely influenced by selfish considerations.
"Merciless wretch I'' he added, to Rougemont, ` flend-whatever you are, complete your work of ruin by my destruction.","“Merciless wretch!” he added, to Rougemont, “fiend—whatever you are, complete your work of ruin by my destruction."
"This person, it need scarcely be said, was a dog-fancier, or, in other words, a denler in, nnd a stenler of, dogs, as well as a praetiser of all the trieks connected with that nefarions trade.","This person, it need scarcely be said, was a dog-fancier, or, in other words, a dealer in, and a stealer of, dogs, as well as a practiser of all the tricks connected with that nefarious trade."
Are you awaro of the talent the art requires?,Are you aware of the talent the art requires?
"ITalbot, he sasid, had gone out about half an honr ago.","Talbot, he said, had gone out about half-an-hour ago."
"Thorneyeroft ws fixed, reached the ground, terror had taken away his senses.","Thorneycroft was fixed, reached the ground, terror had taken away his senses."
"I am sd -clean msd I' There was another panse, during whivch the listener inlulged in a suppressed fit of langhter.","I am mad—clean mad!” There was another pause, during which the listener indulged in a suppressed fit of laughter."
"And so am I,'' said Mr.","“And so am I,” said Mr."
I didn't think you would rekilect me sir.,"I didn’t think you would rekilect me, sir."
not so hard1I'' cried Ginger.,not so hard!” cried Ginger.
"After gazing nt me for a few moments, with a look that seemed to fascinate whilo it frightened me, he said-t Yon desire to see] Anriol Darey.","After gazing at me for a few moments, with a look that seemed to fascinate while it frightened me, he said—‘You desire to see Auriol Darcy."
"Good lack, sirl'' exclaimed the dwarf, `Iittla of sleep knows Dr. Lamb.","Good lack, sir!” exclaimed the dwarf, “little of sleep knows Doctor Lamb."
"On examining it, I found it contained a small quantity of a bright transparent liqnid, which, poured forth into a glass, emitted precisely the same odonr as the phial.","On examining it, I found it contained a small quantity of a bright transparent liquid, which, poured forth into a glass, emitted precisely the same odour as the phial."
"ee We're watched on all sides,'' ' Ay, and from above, too,'' cried the Sandman.","“We’re watched on all sides.” “Ay, and from above, too,” cried the Sandman."
"Ie looked up and beheld Rougemont, who, glancing ovrer lis shoulder, fixed his malignant gaze npon him.","He looked up and beheld Rougemont, who, glancing over his shoulder, fixed his malignant gaze upon him."
"The quaint, Dutch-looking structures on the opposite bank, the line of coal-barges and lighters oored to the strand, the great timber-yards and coal-yards, the brewhouses, gasworks, and waterworks, could only bo imperfectly discerned; but the moonlight fell clear upon th ancient towers of Lambeth Palace, and on the neighbouring chrh.","The quaint, Dutch-looking structures on the opposite bank, the line of coal-barges and lighters moored to the strand, the great timber-yards and coal-yards, the brewhouses, gasworks, and waterworks, could only be imperfectly discerned; but the moonlight fell clear upon the ancient towers of Lambeth Palace, and on the neighbouring church."
"Tualhot finds I am bccome thns wealthy, he will no longer refuse me his dnughter.","Talbot finds I am become thus wealthy, he will no longer refuse me his daughter."
"We have lored him,'' replied the seecond figure.","“We have loved him,” replied the second figure."
"You mnst obey when I command,'' And as the words were nttered, a hand was thrast down from above, which, grasping the dwarf by the nape of the neck, drew him upwarde.","“You must obey when I command.” And as the words were uttered, a hand was thrust down from above, which, grasping the dwarf by the nape of the neck, drew him upwards."
But don't interrapt me again.,But don’t interrupt me again.
"Reassared by the] sight, Auriol recovered his eourage, and suffered Rouge-] mont to throw a cloak oer Edith's shoulders.","Reassured by the sight, Auriol recovered his courage, and suffered Rougemont to throw a cloak over Edith’s shoulders."
"Perhaps I might,'' returned the dwarf; but I can't say.'' e Wos it Auriol Darcy 2'' demanded tho other.","“Perhaps I might,” returned the dwarf; “but I can’t say.” “Wos it Auriol Darcy?” demanded the other."
"How else, if I were not mad, conld I hare believed that I had swallowed the fabled elixir vite1","“How else, if I were not mad, could I have believed that I had swallowed the fabled elixir vitæ?"
The party von't take less than six guineas.,The party von’t take less than six guineas.
"Now, jist to show you the differoence atwixt tho two perfessions :--I steals a dog-walue, maybe, fifty pound, or p'raps more.","Now, jist to show you the difference atwixt the two perfessions:—I steals a dog—walue, maybe, fifty pound, or p’raps more."
": Before we explore the subterranean apartments, I wish to see whether any one is np-stairs,'' ot's that you say about subterranean apartments, Mr.","“Before we explore the subterranean apartments, I wish to see whether any one is up-stairs.” “Wot’s that you say about subterranean apartments, Mr."
"IThree days flew by rspidly and delightfully; and on the evening of the last, just as the little party were assembled in the drawing-room, after dinner, Mr.","Three days flew by rapidly and delightfully; and on the evening of the last, just as the little party were assembled in the drawing-room, after dinner, Mr."
My futher supposed you had died in his infancy.,My father supposed you had died in his infancy.
"Boundless wealth, and therefore boundless power is mine.","“Boundless wealth, and therefore boundless power, is mine."
Don't como to me.,Don’t come to me.
"Thorneycroft,'' rejoined Reeks, in a deep stern tone, ` when all is over","Thorneycroft,” rejoined Reeks, in a deep stern tone, “when all is over."
"WiII it disturb Dr. Lamb if his grandson goes up to him 1'' said tho latter, after a brief pause.","“Will it disturb Doctor Lamb if his grandson goes up to him?” said the latter, after a brief pause."
1 if the wenerable ain't a-takon tho pocket-book with him1, if the wenerable ain’t a-taken the pocket-book with him!
"' Yo are eming, Auriolt' cried Edith, vho ssarcelyr knew whether to draw back or go forward.","“You are coming, Auriol?” cried Edith, who scarcely knew whether to draw back or go forward."
"Methinks I am already yonng sgain l'' Yon spoke of two crimes with which yonr ceonscicnee was burdened,'' remarked Auriol.","Methinks I am already young again!” “You spoke of two crimes with which your conscience was burdened,” remarked Auriol."
"French periwig were first worn in Charles the Second's time.'' 4You saw 'em, of course?'' eried the barber, with a sneer.","“French periwigs were first worn in Charles the Second’s time.” “You saw ’em, of course?” cried the barber, with a sneer."
"You must know I was for some timo servant to Doctor Lamb, an old alchemist, who lived during the reign of good Queen Bess, and who used to pass all his time in trying to find out tho secret of changing lead and xpper into gold.'' e known several indiwiduals as has found out that secret, wenerable,'' obsered Ginger.","“You must know I was for some time servant to Doctor Lamb, an old alchemist, who lived during the reign of good Queen Bess, and who used to pass all his time in trying to find out the secret of changing lead and copper into gold.” “I’ve known several indiwiduals as has found out that secret, wenerable,” observed Ginger."
Thorneyeroft1'' asked the dwarf.,Thorneycroft?” asked the dwarf.
"I agree with your companions, it may be poisoned.'' Oht","“I agree with your companions, it may be poisoned.” “Oh!"
"Try a few drops of it on somo animal.'' e No-no; it is tho true elixir,'' replied Darey.","Try a few drops of it on some animal.” “No—no; it is the true elixir,” replied Darcy."
"Above it, on a sort of framework, lay tha the nosoe of the latter being partly demolished, and the eyes knocked in.","Above it, on a sort of framework, lay the prostrate statue of a nymph, together with a bust of Fox, the nose of the latter being partly demolished, and the eyes knocked in."
e That is the man who frightened mel'' cried Ebba.,“That is the man who frightened me!” cried Ebba.
"A benntiful black-and-tan spaniel, of Charles thoe Second's breed, popped its short ubby nose and long silken enrs ont of each coat-pocket.","A beautiful black-and-tan spaniel, of Charles the Second’s breed, popped its short snubby nose and long silken ears out of each coat-pocket."
"Auriol's brain reeled, and he pressed his hand to his eyes, to exclude these phantasms from his sight.","Auriol’s brain reeled, and he pressed his hand to his eyes, to exclude these phantasms from his sight."
"4 I know not what stays my hand,'' said the old man, raising the phial; `' but now that immortality is in my reaeh, I dare not grasp it'' t Give mo the potion, then,'' eried Auriol.","“I know not what stays my hand,” said the old man, raising the phial; “but now that immortality is in my reach, I dare not grasp it.” “Give me the potion, then,” cried Auriol."
"wiingly, sir,'' replied the man.","“Willingly, sir,” replied the man."
Is that a crimel'' cried Ebba.,“Is that a crime?” cried Ebba.
Maitland and Edith.,Maitland and Edith.
"A thorough man of tho world, though not an unamiabl person, Mr.","A thorough man of the world, though not an unamiable person, Mr."
"Anriol, it need scarcely be said, was pnnctaal to the hour, or, rather, ho anticipated it.","Auriol, it need scarcely be said, was punctual to the hour, or, rather, he anticipated it."
"Ho was now clothed in a jerkin of grey serge, fashioned like the garments worn by the common people in Elizabeth'a reign, and wore a trencher-cap on his head.","He was now clothed in a jerkin of grey serge, fashioned like the garments worn by the common people in Elizabeth’s reign, and wore a trencher-cap on his head."
You don't seem to have a hand for hairdressing.,You don’t seem to have a hand for hairdressing.
"He then opened the note lying upon the table, and found its contents accordled with what had just been told him.","He then opened the note lying upon the table, and found its contents accorded with what had just been told him."
"Talbot'a great delight, and the no small surprise of the lawyer, psid over a hundred thousand ponds, to be settled on his future wife.","Talbot’s great delight, and the no small surprise of the lawyer, paid over a hundred thousand pounds, to be settled on his future wife."
"Ha was evidently greatly embarrassed, and would hae beaten a retreat, but that was impossible.","He was evidently greatly embarrassed, and would have beaten a retreat, but that was impossible."
"tSit down,'' he aded; '` nnd reud tlis.'' Auriol complied, and as he seanned the writing he became transfixed with fear and astonishment, while the pocket-book dropped from his grasp.","“Sit down,” he added, “and read this.” Auriol complied, and as he scanned the writing he became transfixed with fear and astonishment, while the pocket-book dropped from his grasp."
"4 That was the name,'' eried Old Parr, starting up in extreme surprise.","“That was the name,” cried Old Parr, starting up in extreme surprise."
Mrhwrrcnss.. oLD ST. Pros Tog 'e: 15 1 IIea Ird .,Browne Prologue 1599 Dr.
I wonder where this passage leasds to 2 :Don't you know 7'' inquired the iron-merchant.,I wonder where this passage leads to?” “Don’t you know?” inquired the iron-merchant.
"Though it was still early, the road was astir with passengers, and many waggons and carts, laen with hay, straw, and vegctables, were passing.","Though it was still early, the road was astir with passengers; and many waggons and carts, laden with hay, straw, and vegetables, were passing."
"If it ba indeed tho Fiend to whom I hare sold myself, I have no help from perdition1","If it be indeed the Fiend to whom I have sold myself, I have no help from perdition!"
"What are you tlking about, brother '' cried the stout gentleman.","“What are you talking about, brother?” cried the stout gentleman."
"Then I am mad'' 4 It's plain your reason is retnrning, since yon are cona scions of your condition,'' replied Rongemontg `` but clm yourself, yon hae been subject to raging frenxzies.'' And I have been shut np here for safety ?'' demanded Auriol.","“Then I am mad.” “It’s plain your reason is returning, since you are conscious of your condition,” replied Rougemont; “but calm yourself, you have been subject to raging frenzies.” “And I have been shut up here for safety?” demanded Auriol."
"Instantly possessing himself of this mysterious-looking volume, IRougemont knelt upon the nearest chest, and opened it.","Instantly possessing himself of this mysterious-looking volume, Rougemont knelt upon the nearest chest, and opened it."
"Before he could find it, howeer, a startling interruption occurred.","Before he could find it, however, a startling interruption occurred."
"as the great conveyancer, Mr.","as the great conveyancer, Mr."
"Yon are not snfficiently master of yonrsalft.' eTry mo,' said Anriol.","You are not sufficiently master of yourself.” “Try me,” said Auriol."
"IUnfolding the roll of notes, he countcd them, and fotnd they amounted to more than a hundred thousand pounds.","Unfolding the roll of notes, he counted them, and found they amounted to more than a hundred thousand pounds."
"Before they could recover from tha shock, all three were caught by stout woolen hooks, which, detaching themselves from the back of the chairs, pinioned their arms, while their legs were restrained by fetters, which sprang from the ground and clasped round their ankles.","Before they could recover from the shock, all three were caught by stout wooden hooks, which, detaching themselves from the back of the chairs, pinioned their arms, while their legs were restrained by fetters, which sprang from the ground and clasped round their ankles."
"Groping along the gallery, which was buried in profound darkness, he shouted to the dwarf, but reccired no answer to his vociferations; neither conld he discover any one. though he folt on either sile of the puassage with outstretched hands.","Groping along the gallery, which was buried in profound darkness, he shouted to the dwarf, but received no answer to his vociferations; neither could he discover any one, though he felt on either side of the passage with outstretched hands."
A loelier creaturo than Eba Thorneycroft cannot bhe imagined.,A lovelier creature than Ebba Thorneycroft cannot be imagined.
But the cream of the jest was to come.,But the cream of the jest was to come.
I will follow yon.'' And he moved slowly across the plank.,I will follow you.” And he moved slowly across the plank.
"4 hould yon know this young man agin, in case you chanced to come across hi 7' No doubt of it,'' repliod Old Parrg ` his figare often flits before mo in dreams.'' Shall ve let him into it?'' said the Tinker, consulting his companions in a low tone.","“Should you know this young man agin, in case you chanced to come across him?” “No doubt of it,” replied Old Parr; “his figure often flits before me in dreams.” “Shall ve let him into it?” said the Tinker, consulting his companions in a low tone."
"Slowly and noiselessly advancing, they halted witlin a fe paces of her.","Slowly and noiselessly advancing, they halted within a few paces of her."
"I know, also, that thou wert buried in this house with a nst treasnre; but though I hae mnde diligent search for it, and others have searched before me, thy grave hns neser yet been discoered:","I know, also, that thou wert buried in this house with a vast treasure; but though I have made diligent search for it, and others have searched before me, thy grave has never yet been discovered!"
"ust as she reached the door, and was about to pass throngh it, Auriol came forth.","Just as she reached the door, and was about to pass through it, Auriol came forth."
"let 'em alone, will yon there, yon young adiils I'' eriel an Irish bricklayer; ' don't you see they'ra only two paiccable antiquaries.'' TOSB. 109 Oh, they're antiquaries, are they 7'' screamed the little street-sweeper.","let ’em alone, will you there, you young divils!” cried an Irish bricklayer; “don’t you see they’re only two paiceable antiquaries.” “Oh, they’re antiquaries, are they?” screamed the little street-sweeper."
"Thns far all seemed auspicious, and he thought he could now bid defiance to fate.","Thus far all seemed auspicious, and he thought he could now bill defiance to fate."
"jarve I'' he cried, hailing a coach that was passing; adding, as the ehicle stopped, Now get in, Ebbas.","jarvey!” he cried, hailing a coach that was passing; adding, as the vehicle stopped, “Now get in, Ebba."
"But withi whom has she run away 7'' With s young man named Anriol Darecy,'' roplied Thor neycroft.","But with whom has she run away?” “With a young man named Auriol Darcy,” replied Thorneycroft."
"Haing passed through it, ahe was deposited on a bench, when, fright oermastering her, her senses completely forsook her.","Having passed through it, she was deposited on a bench, when, fright overmastering her, her senses completely forsook her."
"Not far from where she sat, on an estrade, approached by n couple of steps, stood a table oovered with blaek velvet, on which was placed an immense lamp, fashioued like an imp supporting a caldron on his outstretched wings.","Not far from where she sat, on an estrade, approached by a couple of steps, stood a table covered with black velvet, on which was placed an immense lamp, fashioned like an imp supporting a caldron on his outstretched wings."
" Fon several hours deep sleep, occasioned by some potent medicaments, had bond up the senses of Auriol.","Chapter 5 New Perplexities For several hours deep sleep, occasioned by some potent medicaments, had bound up the senses of Auriol."
"The door, which wass of stout oask, as loceked, but holding up the light towards it, he read the following inscription: osr c.o.L.","The door, which was of stout oak, was locked, but holding up the light towards it, he read the following inscription: “POST C.C.L."
"Oh, leae them to their fate,'' replied Old Parr.","“Oh, leave them to their fate,” replied Old Parr."
It was filled with bars of silver.,It was filled with bars of silver.
"The latter was filled to the bnm-how or with what, Auriol paused not to examine; but seizing the cup with desperation, he placed it to his lips, and emptied it at a drasught","The latter was filled to the brim—how or with what, Auriol paused not to examine; but seizing the cup with desperation, he placed it to his lips, and emptied it at a draught."
"Dut it's your only chance o' recoverin' yonr darter.'' Ys, is your only chance,'' echoed the Tinker.","But it’s your only chance o’ recoverin’ your darter.” “Yes, it’s your only chance,” echoed the Tinker."
"4 Were you in your reason, yon would be aware that my master's name is the sae as your own-Darcy-Reginald Darcy.","“Were you in your reason, you would be aware that my master’s name is the same as your own—Darcy—Reginald Darcy."
"Your grndsire will see yon,'' said the mannikin.","“Your grandsire will see you,” said the mannikin."
"Whether you remain here or ::EEEEEG not-whether you use the wealth I hae gien yon, or","Whether you remain here or not—whether you use the wealth I have given you, or leave it behind you—you cannot annul your bargain."
"I hase your poekct-book, and tho slip of paper that dropped from it.","I have your pocket-book, and the slip of paper that dropped from it."
"Once I dreaded this unknown danger, but now I seok for it in vain.'' Tho current of his thoughts were here interrupted by the sudden appearance of a dark object on the sunrface of the water, which he at first took to be a huge fish, with a pair of green fins springing from its back; but after watching it more closely for a few moments, he became coninced that it was a human being, tricked out in some masqnerade attire, while the slight struggles which it male proed that life was not entirely extinet.","Once I dreaded this unknown danger, but now I seek for it in vain.” The current of his thoughts was here interrupted by the sudden appearance of a dark object on the surface of the water, which he at first took to be a huge fish, with a pair of green fins springing from its back; but after watching it more closely for a few moments, he became convinced that it was a human being, tricked out in some masquerade attire, while the slight struggles which it made proved that life was not entirely extinct."
"Yon are immortal,'' et Trae,'' rejoined Auriol, thoughtfully; `' bat yet-'' Phaw 1'' rejoined the other, ` sign, and have done with the matter,'' By this compact I am bonnd to delier a victim-a female victim -- wheneer you shall require it,'' cried Auriol.","You are immortal.” “True,” rejoined Auriol thoughtfully; “but yet——” “Pshaw!” rejoined the other, “sign, and have done with the matter.” “By this compact I am bound to deliver a victim—a female victim—whenever you shall require it,” cried Auriol."
 oi the fecen.-Crtan Reugemet. M.,End of the Intermean Chapter 1 The Cell Mr.
I wonld not abse my deuar fnther'se trusting love.,I would not abuse my dear father’s trusting love.
"Oh, Ebba,'' he replied, ``I mnst lcae you. I have allowed myself to dream of happiness too long.","“Oh, Ebba,” he replied, “I must leave you. I have allowed myself to dream of happiness too long."
"You cannot help yourself,'' cried thoe strangcr, sccrnfully.","“You cannot help yourself,” cried the stranger scornfully."
"Haing recently served as doubloe to a famous demon-dwarf at the Bnrrey Theatre, he hal become possessed of a cast-off pair of tawny tights, an elastic shirt of the same material and complexion, to thoe arms of which little green bat-like wings were attache, while a blood-red tunie with vandykc points was girdcl round his waist.","Having recently served as double to a famous demon-dwarf at the Surrey Theatre, he had become possessed of a cast-off pair of tawny tights, an elastic shirt of the same material and complexion, to the arms of which little green bat-like wings were attached, while a blood-red tunic with vandyke points was girded round his waist."
"His first business was to proenre a splendid carriage and horses, and to order somo new and rich hasbiliments to be made with the ntmost expedition.","His first business was to procure a splendid carriage and horses, and to order some new and rich habiliments to be made with the utmost expedition."
"But it may be true, nevertheless.","“But it may be true, nevertheless."
"Talbot at his] lwyer's in Lineoln's Inn, at noon on the following day.","Talbot at his lawyer’s in Lincoln’s Inn, at noon on the following day."
"Reeks'll come back, and it von't do no good gettin' into a passion.'' e Well, well, I must resign myself, I suppose,'' groane Thorneycroft, sinking into a chair.","Reeks’ll come back, and it von’t do no good gettin’ into a passion.” “Well, well, I must resign myself, I suppose,” groaned Thorneycroft, sinking into a chair."
Batha his brows with the decoction in that crucible.,“Bathe his brows with the decoction in that crucible.
How many innocents have I destroyed1,How many innocents have I destroyed!
"Broad Saint Giles's, at the time I speak of, was a little country village, consisting of a few straggling houses, standing by tho roadside, and there wasn't a single habi. tation between it and Convent-garden (for so the present market was once called); while that garden, which was fenced ronnd with pales, like a park, extended from Saint MIartin'as-lane to Drury-house, a great mansion situated on tho easterly side of Drur-lane, amid a grove of benutiful timber,'' e My ees1' cried Ginger, with as prolonged whistle; tthe place must be preciously transmogrified indeed 1' 4 If I were to doseribe the changes thut hae talen place in London since I'e known it, I might go on talking for a month,'' pursued Old Parr.","Broad Saint Giles’s, at the time I speak of, was a little country village, consisting of a few straggling houses standing by the roadside, and there wasn’t a single habitation between it and Convent Garden (for so the present market was once called); while that garden, which was fenced round with pales, like a park, extended from Saint Martin’s Lane to Drury House, a great mansion situated on the easterly side of Drury Lane, amid a grove of beautiful timber.” “My eyes!” cried Ginger, with a prolonged whistle; “the place must be preciously transmogrified indeed!” “If I were to describe the changes that have taken place in London since I’ve known it, I might go on talking for a month,” pursued Old Parr."
"It wss my intention to call, and give you an explanation of my strange conduet, to-day,'' replied Anriol.","“It was my intention to call, and give you an explanation of my strange conduct, to-day,” replied Auriol."
I am here.,I am here.
"All is over.'' So it may seem to yon,'' rejoined Reeks; ``but you ara the victim of delusion,'' OhI that I could think sol'' exclaimed Auriol.","“All is over.” “So it may seem to you,” rejoined Reeks; “but you are the victim of delusion.” “Oh that I could think so!” exclaimed Auriol."
He was not proof against his superstitios fears.,He was not proof against his superstitious fears.
"Now for the trial-hal'' and, as he raised the potion towards his lips, a sudden pang shot aeross his henrt.","Now for the trial—ha!” and, as he raised the potion towards his lips, a sudden pang shot across his heart."
"In ono corner, with his head resting on a heap of coals and coke, lay a boy almost as black as a chimney-sweep, fast asleep.","In one corner, with his head resting on a heap of coals and coke, lay a boy almost as black as a chimney-sweep, fast asleep."
"I am so,'' replied Auriol, regarling her fixely.","“I am so,” replied Auriol, regarding her fixedly."
"His hair, which dangled in long flakes over his ears and neck, was of a dunnish red, ass were also his whiskers and benrd.","His hair, which dangled in long flakes over his ears and neck, was of a dunnish red, as were also his whiskers and beard."
But I find you are worse than ever.'' Auriol uttered a groan and let the knife fall to the ground.,But I find you are worse than ever.” Auriol uttered a groan and let the knife fall to the ground.
It must be the devil.,It must be the devil.
"Where is thy treasure?'' After a pause, he strack the portrait with his clencled hand, exclaiming, in a loud oice: Dost hear me, I say, old ancestor7","Where is thy treasure?” After a pause, he struck the portrait with his clenched hand, exclaiming in a loud voice: “Dost hear me, I say, old ancestor?"
"They're on the look-out, I see.'' Give tho lady the dog, and tako the money, man,'' said Auriol, sharply.","“They’re on the look-out, I see.” “Give the lady the dog, and take the money, man,” said Auriol sharply."
eI hae said I am in no mood to bear it Pshaw 1,“I have said I am in no mood to bear it.” “Pshaw!
"His impatiencs wss shasred by the Tinker, who, stepping p to Ginger, said- Wot the devil can Mr.","His impatience was shared by the Tinker, who, stepping up to Ginger, said— “Wot the devil can Mr."
"A little farther on, they were stopped by a door.","A little farther on, they were stopped by a door."
"e he lashed upon him, and he cried aloud, Why, it is my poor murdered grandfather's attendant, Flapdragonl","All at once, the recollection flashed upon him, and he cried aloud, “Why, it is my poor murdered grandfather’s attendant, Flapdragon!"
"Why, one shouldn't believe all the ill one hears ofa man; and, indeed, I cannot believe all I havre heard of Cprian Rougemont,'' replied Mr.","“Why, one shouldn’t believe all the ill one hears of a man; and, indeed, I cannot believe all I have heard of Cyprian Rougemont,” replied Mr."
"I thon plays the amiable, an' offers to sell it her for tenty guineas, seein' as how she hsd taken a faey to it; but she von't bite.","I then plays the amiable, an’ offers to sell it her for twenty guineas, seein’ as how she had taken a fancy to it; but she von’t bite."
"TRE EEThat girl must be the next vietim,'' ssid the stranger, with s grim smile.","“That girl must be the next victim,” said the stranger, with a grim smile."
"By the light of one of these, Reeks discovered the door of a cell.","By the light of one of these, Reeks discovered the door of a cell."
"Like the snake, I shnll cast my slough, and come forth younger than I was at twenty.'' MIenantime, I bescech yon to render me somo assistance,'' groaned Auriol, or, while you are preparing for immortality, I shall expire beforo your eyes.'' Be not afraid,'' replicd Darey; `yon shall take no harm.","Like the snake, I shall cast my slough, and come forth younger than I was at twenty.” “Meantime, I beseech you to render me some assistance,” groaned Auriol, “or, while you are preparing for immortality, I shall expire before your eyes.” “Be not afraid,” replied Darcy; “you shall take no harm."
No onutlet.,No outlet.
A few steps brought him to the entrance of the eell.,A few steps brought him to the entrance of the cell.
for I am puzzled still.,for I am puzzled still.
":IThis is my friend, Mr.","“This is my friend, Mr."
"Out of the main strcet branched several allcys and passages, all displaying the same degree of misery, or, if possible, worse, and teeming with occupants.","Out of the main street branched several alleys and passages, all displaying the same degree of misery, or, if possible, worse, and teeming with occupants."
I'e done wi''em.,“I’ve done wi’ ’em.
"Finding him so faourably disposed, Auriol entreated him to let the marriage take place-within threa dasys, if possible.","Finding him so favourably disposed, Auriol entreated him to let the marriage take place—within three days, if possible."
"The place was dingy and dirty in the extreme, the floors could not havoe been scoured for years, and the walls were begrimed with filth.","The place was dingy and dirty in the extreme, the floors could not have been scoured for years, and the walls were begrimed with filth."
"All the pages he examined were filled with cabalistic characters, which he was totally unable to decipher.","All the pages he examined were filled with cabalistic characters, which he was totally unable to decipher."
"4 Why, sir, Ive had many names in my time,'' he replied.","“Why, sir, I’ve had many names in my time,” he replied."
"IThis done, he found himself at the head of a stone staircase, which he descended, and came to the arched entrance of a vsult.","This done, he found himself at the head of a stone staircase, which he descended, and came to the arched entrance of a vault."
"No, no, ve made no bargain.","“No, no, I’ve made no bargain."
Trigge; tI don't think you will.,Trigge; “I don’t think you will.
"' His name is Receks, and he is the chief man in our enterprise.'' L e He elaims a reward too, I suppose 7' aaid Thorneyecroft."," His name is Reeks, and he is the chief man in our enterprise.” “He claims a reward too, I suppose?” said Thorneycroft."
"Tho youtl's figure was slight, but atmirably proportioned.","The youth’s figure was slight, but admirably proportioned."
"Behold ler 1 And at tho words, the large black eurtains at the farther end of the room were suddenly withdrawn, and discovered tha figure of Ebba Thorneyeroft. standing at the foot of tha marble staircase.","Behold her!” And at the words, the large black curtains at the farther end of the room were suddenly withdrawn, and discovered the figure of Ebba Thorneycroft standing at the foot of the marble staircase."
"How soothing is the calm river flowing at onr feetl-how tender is the warm sky, still flushed with red, though the sun has set I-And sec, onder hangs the crescent moon.","How soothing is the calm river flowing at our feet!—how tender is the warm sky, still flushed with red, though the sun has set!—And see, yonder hangs the crescent moon."
Vo alvays stands by each other.,Ve alvays stands by each other.
"Tersonal security, hoever, forbade any attempt to track these labyrinths; but imagination, after the specimen afforded, could easily picture them.","Personal security, however, forbade any attempt to track these labyrinths; but imagination, after the specimen afforded, could easily picture them."
"At the same time the Bandman rushed towards tha ladder, but before he could monnt it all egress by that mncans was cut off.","At the same time the Sandman rushed towards the ladder, but before he could mount it all egress by that means was cut off."
Yon are bound to me for eer.,You are bound to me for ever.
"Fashions seemn to me to hae so changed, that I had elean forgotten the old ones; while my fellow-men scarcely appeared the same as heretofore.","Fashions seem to me to have so changed, that I had clean forgotten the old ones; while my fellow-men scarcely appeared the same as heretofore."
"I would plange into them, if I could find repose,'' e murmured.","“I would plunge into them, if I could find repose,” he murmured."
Trigge's shop is quite as lounge.,Trigge’s shop is quite a lounge.
"I don't exaggerate, when I say his eyes gleamed like those of a tiger.","I don’t exaggerate, when I say his eyes gleamed like those of a tiger."
"Hoist him down here,'' With this, ho placed the wonnded man's legs over his AUIOL. own shoulders, and, aided by his comrade, was in the act of hesving down the body, when the street-door suddenly flew open, and a stout individual, attended by a couple of watclmen, appeared at it.","“Hoist him down here.” With this, he placed the wounded man’s legs over his own shoulders, and, aided by his comrade, was in the act of heaving down the body, when the street-door suddenly flew open, and a stout individual, attended by a couple of watchmen, appeared at it."
A-bed1,“A-bed!
"But the ----. TRE HND, AGAIN1 sssured o' that.'' I must hare it, or yon get nothing from me,'' cried Auriol.","But the pocket-book’ll never be brought aginst you—you may rest assured o’ that.” “I must have it, or you get nothing from me,” cried Auriol."
"I vondoer at they thinks they sees'' TIl tell 'ee, master,'' rejoined the butcher's apprentice; 2they're a tryin' ich on 'em can see farthest into as millstone.'' Only think of living all my life in London, and neer examining this admirable work of art bwfore I'' eried Loftus, qnite uneonscious that he had become the object of general cnriosity.","I vonder vat they thinks they sees?” “I’ll tell ‘ee, master,” rejoined the butcher’s apprentice; “they’re a tryin’ vich on ’em can see farthest into a millstone.” “Only think of living all my life in London, and never examining this admirable work of art before!” cried Loftus, quite unconscious that he had become the object of general curiosity."
"I only know this,'' replied Ginger, `` that you'e gota good case, and if you'll let me into it, Ill engage to make summat of it,'' e Vell, Im agreeable,'' said the Sandman.","“I only know this,” replied Ginger, “that you’ve got a good case, and if you’ll let me into it, I’ll engage to make summat of it.” “Vell, I’m agreeable,” said the Sandman."
"Do you not recollect me2'' To be surel'' exclaimed the dwarl, gaing at him fixedly; ``you are -'' and he stopped.","“Do you not recollect me?” “To be sure!” exclaimed the dwarf, gazing at him fixedly; “you are——” and he stopped."
"eeIt was a mere impulse of desperation, which I now repent.'' I dare not trust you. You will commit some act of insane fury, for which I myself ahall hae to bear the blame.","“It was a mere impulse of desperation, which I now repent.” “I dare not trust you. You will commit some act of insane fury, for which I myself shall have to bear the blame."
What a bloolthirsty ruffian you must be1,What a bloodthirsty ruffian you must be!
`Parties don't ought to come hera ith complaints of vhich I csn't take notice.,‘Parties don’t ought to come here vith complaints of vhich I can’t take notice.
