Contexte gauche,Chaîne,Contexte droit
ncier’s curiosity. “, ,"How comes it,” he sa"
"ing his neckcloth,—“", ,"how comes it, if you"
 observed the Tinker, ,", “and so does the S"
does the Sandman.” “, ,"Well, then,” replied"
I’ll tell you how it, 56 AURIOL., comes to pass. Fate
 It’s my destiny.” “, ,"That’s hard,” rejoin"
t for livin’ so long, ,"?” he added, winking"
replied the dwarf. “, ,"Av, but it’s a cur’o"
rejoined the dwarf. ,‘,“@You must know I wa
joined the dwarf. @“, ,You must know I was 
"ls ’em smashers, now",-,a@days—not halchemis
" ’em smashers, now@a",-,days—not halchemists
—not halchemists.” “, ,Doctor Lamb’s object
f slight contempt. “, ,But his chief aim wa
ked at the operation, ,;—night and day I la
n London Bridge. I h,HE HAND AND THE OLOAK. 57 R,elped to convey him 
drunk the elixir.” “, ,Ah@!—ah!” exclaimed 
nk the elixir.” “@Ah, ,!—ah!” exclaimed the
qual significance. “, ,As soon as he was go
"pursued the dwarf, “", ,I flew to the labora
 dead body of Doctor,., Lamb. I debated wit
", emitted precisely ",58 AURIOL. ,the same odour as th
rom that day to this,","," I have lived, but i"
o strange places.” “, ,Exactly the case wit
er to the Sandman. “, ,"Have you ever, in th"
ired of the dwarf. “,HE HA,N@@@@@@@@@@@@@@@@@@@
f the dwarf. “@@@@@N,D AND THE CLOAK. 59 « N,ever.” “@Do you happ
@@@@@@@@@@@@ever.” “, ,Do you happen to rek
answered Old Parr. “, ,Should you rekilect 
 asked the Tinker. “, ,"Perhaps I might,” re"
eturned the dwarf; “, ,but I can’t say.” “@
@but I can’t say.” “, ,Wos it Auriol Darcy@
@Wos it Auriol Darcy, ,?” demanded the othe
emanded the other. “, ,"That was the name,” "
 come to know it?” “, ,"Ve’ve got summat, at"
ce at his friends. “, ,How do you come to k
 with a cunning look, ,; “@you see I does k
h a cunning look@; “, ,you see I does know 
"s you, my old file. ",‘,Yo’ll be good eviden
he fact agin him.” “, ,Prove what@?—and aga
n him.” “@Prove what, ,?—and against whom@?
t@?—and against whom, ,?” cried the dwarf. 
” cried the dwarf. “, ,"One more questin, an"
ore me in dreams.” “, ,Shall ve let him int
ons in a low tone. “, ,"Ay—ay,” replied the "
eplied the Sandman. ,60 AURIOL. ,"“@Better vait a bit,"
andman. @@@@@@@@@@@“, ,"Better vait a bit,” "
is head dubiously. “, ,There’s no hurry.” “
There’s no hurry.” “, ,No; ve must decide a
” said the Tinker. “, ,Jist examine them pa
"-book to Old Parr, “", ,and favour us vith y
 carried clean off. ,« ,Great confusion atte
vanished entirely. “, ,My eyes! here’s a pr
uthed astonishment. ,‘,"“@Vy, curse it! if t"
hed astonishment. @“, ,"Vy, curse it! if the"
than he expected.” “, ,"Devil or not, I’ll h"
"n, or at all events ",THE HAND AND THE CLOAK. 61 ,the pocket-book@!” c
@@@@@the pocket-book, ,!” cried the Tinker.
the key in the great,-,coat left behind by 
"tics were searched, ",‘,and all the windows 
every countenance. “, ,What the devil can h
 a look of dismay. “, ,"Ay, that’s the quest"
oined the Tinker. “I, 62 AURIOL., begin to be of Ging
"t glitterin’ eyes,” ",' ,"he added, opening hi"
bserved the landlord,",", gravely. “@It’s cer
landlord@ gravely. “, ,It’s certain that no
ly for the night.” “, ,"Vell, all’s over vit"
” said the Tinker; “, ,"and vith our affair,"
" too, I’m afeerd.” “", ,Don’t say die jist y
",” rejoined Ginger. ",‘,“@The wenerable’s go
 rejoined Ginger. @“, ,The wenerable’s gone
"him, barrin’ his top",-,"coat, is this here b"
 to the lower room. ,THE IRON-MER,Chapter 4@@@@@@@@ @@
@@@@@@@@@@@Chapter 4,AUGHTER., @@@@@@@The Iron-mer
@@Chapter 4@@@@@@@@ ,63 IV. ,The Iron-merchant’s 
-merchant’s Daughter,., A week had elapsed 
er attire was simple,","," but tasteful, and @"
"@ but tasteful, and ",64 AURIOL. ,by its dark colour t
 either side of the ,‘,"yard, and these were"
e smith. Beyond this, THE IRON-MERCHANT’S DAUGUTER. 65, was an open doorway
ll; but however this, .," might be, she was t"
ague presentiment of, 66 AURIOL., coming ill smote he
ft arm in a sling. “, ,"You look agitated,” "
. “What has happened, ,"?” @@@@“@Not much,” "
hat has happened@?” ,| . ,"“@Not much,” she rep"
as happened@?” @@@@“, ,"Not much,” she repli"
ntling her cheeks. “, ,But I have been some
on near the gate.” “, ,Indeed!” cried Aurio
", darting forward. “", ,Where is he? I see n
he? I see no one.” “, ,"Not a tall man, wrap"
n a long black cloak, 2,"?” rejoined Ebba, fo"
ng him cautiously. “, ,Ha!” cried Auriol. @
@Ha!” cried Auriol. ,‘,“@Has he been here@@
a!” cried Auriol. @“, ,Has he been here@@?”
 @“@Has he been here, 2,?” “@Then you know t
s he been here@@?” “, ,Then you know the pe
to?” she rejoined. “, ,I know some one answ
th a forced smile. “, ,"Once beheld, the man"
"otten,” said Ebba. “", ,He has a countenance
"ol, in a sombre tone",", THE IRON-MERCHANT’S DAUGHTER",. @@@“@Who and what 
@@@@@@@@@@@@@@@@@@. ,67 ,“@Who and what is he
@@@@@@@@@@@@@@. @@@“, ,"Who and what is he, "
"and what is he, then", ,?” demanded Ebba. “@
@?” demanded Ebba. “, ,He is a messenger of
nkful he is gone.” “, ,Are you quite sure o
no longer be seen. “, ,"And so, after exciti"
sfy it?” she said. “, ,"I cannot,” rejoined "
 somewhat sternly. “, ,"Nay, then, since you"
own by this time.” “, ,"Stay!” cried Auriol,"
for a few moments. “, ,"Ebba,” said Auriol a"
r’s house to-day.” “, ,Why so soon?” she ex
 up into his face. “, ,You are not entirely
ly recovered yet.” “, ,I dare not stay long
" longer,” he said. “", ,Dare not!” cried Ebb
n cast down her eyes, ,; but Auriol made no
rs upon the anvil. “,o 68 AUR,I@@@@@@@f you must r
he anvil. “@@@@@@@@I,OL. “ T,f you must really go
"fter a long pause, “", ,I hope we shall see 
ll see you again?” “, ,"Most assuredly,” rep"
be able to repay.” “, ,My father is more th
 going so soon.” “I ,[,have been here a wee
"eek,” said Auriol. “", ,If I remained longer
d to his helpmate— “, ,"I @@say, Ned, I’m a-"
o his helpmate— “@I ,“T,"say, Ned, I’m a-thin"
"ed, peeping round. “", ,He’s a good-lookin’ 
 their discoorse.” “, ,"No, that ain’t fair,"
ay at the bellows. “, ,I would not for the 
" raising her eyes, “", ,but since you are ab
 of your history.” “, ,Forgive me if I decl
",” replied Auriol. “", ,You would not believ
 that it is stranger, THE IRON MERCHAN’’S DAUGHTER. 69, and wilder than any
ng were wandering. “, ,"You think me mad,” s"
"mad,” said Auriol; “", ,would I were so! But
ightest sympathy.” “, ,You have some motive
he terrified girl. “, ,My motive is to warn
sistingly yielded. “, ,A terrible fatality 
 in a solemn tone. “, ,Would you had never 
to my father’s house, ,"!” she exclaimed, in"
 voice of anguish. “, ,"Is it, then, too lat"
 late?” cried Auriol,",", despairingly. “@It 
iol@ despairingly. “, ,It is—if to love you
"tal,” she rejoined. ",70 AURIOL. ,“@Ha!” exclaimed Aur
joined. @@@@@@@@@@@“, ,Ha!” exclaimed Aurio
his clenched hand. “, ,Recall your words—Eb
rds—Ebba—recall them, ,"—but no, once uttere"
n his countenance. “, ,That is the man who 
an who frightened me, ,!” cried Ebba. “It i
 commanding voice. “, ,You have not kept yo
unicated with me.” “, ,It was my intention 
" so,” said Auriol. “", ,Our meeting cannot b
tue in Hyde Park.” “, ,"I will be there,” re"
"e,” replied Auriol. ",THE MEETING NEAR THE STATUE. a ,“@That girl must be 
@@@@@@@@@@@@@@@@@@@“, ,That girl must be th
with a grim smile. “, ,Peace@!” thundered A
 grim smile. “@Peace, ,!” thundered Auriol.
ined the stranger. “, ,But I will not troub
"m, he disappeared. “", ,Fate has once more i
"s net,” cried Auriol",",", bitterly. @“@But I 
d Auriol@ bitterly. ,‘,“@But I will save Eb
Auriol@ bitterly. @“, ,But I will save Ebba
ting near the Statue,., The evening of the 
nk from him aghast. ,%% ,A@@@@@@ @@few minute
rom him aghast. @@@A,URIOL., @@few minutes’ rapi
 aghast. @@@A@@@@@@ ,A ,few minutes’ rapid w
 beneath his feet. “, ,I would plunge into 
"ose,” he murmured. “", ,But it would avail n
 of his thoughts was,e, here interrupted by
b. He also remarked ,THE MEETING NEAR THE STATUE. 73 ,that a rope was twis
 made upon his life., :, Without pausing for
"nd he cried aloud, “", ,"Why, it is my poor m"
 singularly striking, ,!” Auriol’s exclamat
ers chafed his hands, 74 AURIOL,. These efforts were
t must be Flapdragon, ,!” exclaimed Auriol.
 exclaimed Auriol. “, ,Ah! who calls me?” c
” rejoined Auriol. “, ,Do you not recollect
"r, Master Flapdragon", ,?” cried a bystander
ng hold of Auriol. “, ,"By him—no,” said the"
 my little patriarch, ,?” said the man who 
en him the brandy. “, ,That’s a long time. 
drop more brandy.” “, ,"Not a bit of it,” re"
ejoined the dwarf; “, ,my senses were never
 by the same tie.” “, ,How came you in the 
in which I found you, ,?” demanded Auriol@ 
u@?” demanded Auriol,",", evasively. “@@@@@@@
Auriol@ evasively. “,HE MEET,I@@ @@@@@@@@@@@@@@@@
evasively. “@@@@@@@I,NG, @@@@@@@@@@@@@@@@@@@
sively. “@@@@@@@I@@ ,NEAR THE STATUE. 75 “T,was thrown into the 
replied the dwarf. “, ,"But, as you are awar"
significant looks. “, ,By whom was the atte
was the attempt made, ,?” inquired Auriol. 
long black cloak.” “, ,Ha!” exclaimed Aurio
 exclaimed Auriol. “, ,When was it done?” “
ue!” cried the dwarf,",", angrily. “We must s
"non,” said Auriol. “", ,Will you convey him 
", near the barracks—", ,that’s the nearest p
place of rendezvous.," 76 AURIOL,"," Arrived there, he l"
figure of its wearer, ,; while the large co
as fully revealed. “, ,Our meeting must be 
"e brief,” he said. “", ,Are you prepared to 
lfil the compact?” “, ,What do you require@
@What do you require, ,?” replied Auriol. “
?” replied Auriol. “, ,Possession of the gi
She must be mine.” “, ,Never@!” cried Aurio
st be mine.” “@Never, ,!” cried Auriol@ fir
ever@!” cried Auriol,",", firmly—“@never@!” “
ied Auriol@ firmly—“, ,never@!” “@Beware ho
riol@ firmly—“@never, ,!” “@Beware how you 
 firmly—“@never@!” “, ,Beware how you tempt
ne—or——” “I defy you, ,!” rejoined Auriol@;
u@!” rejoined Auriol, ,; “I will never cons
ll never consent.” “, ,Fool!” cried the oth
g glance upon him. “, ,Bring her to me ere 
r dread my vengeance, ,!”@@@@@@@@@@@@@@@@@@
read my vengeance@!”, THF CHARLES THE SECOND SPANIEL. 77," And, enveloping him"
s the Second Spaniel,., It was about two o’
"g man, and exclaimed", ,: “@What@! Mr. Darcy
"n, and exclaimed@: “", ,"What@! Mr. Darcy, is"
d exclaimed@: “@What, ,"! Mr. Darcy, is it y"
"? Why, we thought we", .," had lost you, sir! "
" Haven’t you, Ebba?”", 78 AURIOL., The young lady made
d the valuable snuff,-,box you were so good
 Mr. Thorneycroft. “, ,But you neglected to
ed the iron-merchant, ,; “@but I can’t say@
he iron-merchant@; “, ,but I can’t say@ you
@; “@but I can’t say,., you look so well as
 us. You seem paler—, ,eh? what do you thin
"t do you think, Ebba", ,?” “@Mr. Darcy looks
"you think, Ebba@?” “", ,Mr. Darcy looks as i
"ilment,” she replied",","," timidly. “I am so,”"
k troubled you again, ,?” “@What mysterious
ubled you again@?” “, ,What mysterious pers
e added to Auriol. “, ,I was sitting in the
anger. It was nearly, THE CHARLES THE SECOND SPANIEL. 19," dark, but the light"
"htened me, he said—‘", ,You desire to see Au
", he disappeared.” “", ,"Ah, you never told m"
"is, you little rogue", ,!” cried Mr. Thorney
d Mr. Thorneycroft. ,‘,“@You persuaded me t
Mr. Thorneycroft. @“, ,You persuaded me to 
"gentleman to her, eh", ,?” he added to Aurio
e added to Auriol. “, ,"No, I did not,” repl"
",” replied the other",",", gloomily. “@Indeed@
e other@ gloomily. “, ,Indeed@!” exclaimed 
@ gloomily. “@Indeed, ,!” exclaimed the iro
ave been so wretched, ,!” “@@@@@I@@@@@@ gri
een so wretched@!” “,0 AUR,I@@@@@@ grieve to he
 wretched@!” “@@@@@I,"OL, “T"," grieve to hear it,”"
gh Auriol’s frame. “, ,What ails you@?” she
ame. “@What ails you, ,?” she anxiously inq
xiously inquired. “I,T, would have shunned 
"Ebba,” he replied; “", ,"but a fate, against "
together again.” “I ,T,"am glad of it,” she "
 recent accident.” “, ,"Be not deceived, Ebb"
window last night.” ,‘,“@@What of him?” dem
ndow last night.” @“,‘ ,What of him?” demand
l of apprehension. “, ,He it is who control
",” replied Auriol. “", ,But what has he to d
h me?” asked Ebba. “, ,"Much, much,” he repl"
rceptible shudder. “, ,"You terrify me, Auri"
"ol,” she rejoined. “", ,Tell me what you mea
"hers under his arm, ",THE CHARLES THE SECOND SPANIEL. 81 ,others again in his 
It was Mr. Ginger. “, ,What a pretty little
he Second spaniel. “, ,Allow me to present 
 present you with it, ,?” said Auriol. “@Yo
it@?” said Auriol. “, ,You know I should va
"spaniel, and said, “", ,Do jist look at the 
ntle as a lamb.” “Oh,!, you little darling@
@ you little darling, ,"!” Ebba said, pattin"
ome its purchaser. “, ,Fairy seems to have 
ave her a bargin.” “, ,What do you call a b
"red Ebba, smiling. “", ,I wish I could affor
"her myself, and you ",@ 82 AURIOL. ,shall have her at a 
e likes o’ you.” “I ,T,hope you didn’t give
"nd,” replied Ebba. “", ,I didn’t give hayf h
"ayf,” said Ginger; “", ,and if so be you don
alvays find me here—, ,alvays. Everybody kn
’ he’ll tell you.” “, ,But you haven’t answ
"ion,” said Auriol. “", ,What do you ask for 
 ask for the dog?” “, ,Do you want it for y
” inquired Ginger. “, ,What does it matter?
atter?” cried Auriol,",", angrily. “@A great 
d Auriol@ angrily. “, ,"A great deal, sir,” "
"sir,” replied Ginger", ,; “@it’ll make a mat
” replied Ginger@; “, ,it’ll make a mater’a
in the price. To you,",", she’ll be five-an’-
ady?” said Auriol. “, ,"Oh, then, in coorse,"
 at the lower figure, ,!” replied Ginger. @
@!” replied Ginger. ,; ,“I hope you don’t me
ous—preposterous.” “, ,It may appear so to 
"sir,” said Ginger, “", ,because you’re ignor
 hanimal; but I can ,THE CHARLES THE SECOND SPANIEL. 83 ,"tell you, it’s cheap"
k he give for it?” “, ,"I don’t know, and I "
ied Mr. Thorneycroft,",", gruffly. “@Eighty g
neycroft@ gruffly. “, ,"Eighty guineas,” sai"
"eas,” said Ginger. “", ,"Eighty guineas, as I"
mpared wi’ Fairy.” “, ,Stuff—stuff@!” cried
airy.” “@Stuff—stuff, ,!” cried Mr. Thorney
"mon,” said Ginger. “", ,"Look at them ears, m"
"k at them ears, miss",", ","—vy, they’re as long"
nglets—and them pads, ,—an’ I’m sure you vo
 at twenty pound.” “, ,She’s a lovely littl
onnoitring Auriol. “, ,It’s him!” whispered
o to his companion—“, ,it’s the young man v
for—Auriol Darcy.” “, ,"It seems like him,” "
” said the Tinker. “, ,Ve must give the sig
", miss,” said Ginger",","," coaxingly, “@your s"
"Ginger@ coaxingly, “", ,your sveet’art—I’m s
our sveet’art—I can ,G2 84 AURIOL. ,tell these things in
"ction, here remarked", ,: “@What’s that you 
"n, here remarked@: “", ,What’s that you are 
",” replied Ginger. “", ,"Well, then, I close "
ing out his purse. “, ,"On no account, Aurio"
" Auriol,” cried Ebba",",", quickly. “@It’s too
ied Ebba@ quickly. “, ,It’s too much.” “A g
said Thorneycroft. “, ,Auriol and Darcy!” m
behind the pillar. “, ,They’re on the look-
" look-out, I see.” “", ,Give the lady the do
"y, man,” said Auriol",",", sharply. “Beg pardo
ident in the vay.” “, ,Accident@!—stuff and
the vay.” “@Accident, ,!—stuff and nonsense
 and don’t buy it.” ,THE CHARLES THE SECOND SPANIEL. 85 ,“The bargain’s concl
s breeches pocket. “, ,How shall I thank yo
cstasy of delight. “, ,By transferring to i
"ed, in a low tone. “", ,"That is impossible,”"
"le,” she answered. “", ,"Well, I vote we driv"
 Mr. Thorneycroft. “, ,Halloa! jarvey!” he 
ach that was passing, ,"; adding, as the veh"
"e vehicle stopped, “", ,"Now get in, Ebba. By"
ame Mr. Auriol Darcy, ,"?” “It is,” replied "
rding him fixedly. “, ,Why do you ask?” “I 
eplied the Tinker. “, ,Say what you have to
w nothing of you.” “, ,You’ll know me bette
"ice,” cried Auriol. ",86 AURIOL. ,"“No, you von’t, sir—"
"s voice, he added, “", ,You’ll be glad to pu
 to my knowledge.” “, ,"Won’t you get in, Mr"
"n,” replied Auriol. ",‘,“I’ll come to you in
"ded to the Tinker, “", ,"Now, rascal, what ha"
what have you to say, ,"?” “@Step this vay, "
have you to say@?” “, ,"Step this vay, sir,”"
eplied the Tinker. “, ,There’s two friends 
” Chapter 7 The Hand,",", Again@! Followed by
er 7 The Hand@ Again, ,! Followed by Auriol
elf near the door. “, ,"Now, what do you wan"
?” demanded Auriol. ,"THE HAND, AGAIN! 87 ",“@You shall learn pr
@@@@@@@@@@@@@@@@@@@“, ,You shall learn pres
” replied the Tinker, ,"; “@but first, it ma"
plied the Tinker@; “, ,"but first, it may be"
ertain pocket-book h,i,as been found.” “Ah!
he Vauxhall Road.” “, ,Your pocket-book has
"ore her, in 1800.” “", ,Hangin’s too good fo
cried the Sandman; “, ,but if ve peaches yo
 sartin to sving.” “, ,I hope that pretty c
ctim?” said Ginger. ,_ ,“@Peace@!” thundered
m?” said Ginger. @@“, ,Peace@!” thundered A
id Ginger. @@“@Peace, ,!” thundered Auriol.
” thundered Auriol. ,‘,“@What do you requir
thundered Auriol. @“, ,What do you require@
@What do you require, ,?” “@A hundred pound
 do you require@?” “, ,A hundred pound each
eplied the Tinker. “, ,Ve ought to have dou
" said the Sandman, “", ,for screenin’ sich a
murder wholesale.” “, ,Ve don’t commit murd
"all,” said Ginger. “", ,"You may fancy,” purs"
"Lamb, the famous hal", 838 AUBIOL. ,chemist o’ Queen Bes
"such a person, I say", ,?” Auriol gazed at h
