Contexte gauche,Chaîne,Transcription,Contexte droit
n away his power of ,u,n,tterance. “Your carr
er of utterance. “Yo,u,a,r carriage waits for
 utterance. “Your ca,r,a,riage waits for you 
rance. “Your carriag,e,s, waits for you at th
ce. “Your carriage w,a,s,its for you at the d
. “Your carriage wai,t,u,s for you at the doo
"u at the door, madam",—,-,"all is prepared,”@ s"
"he door, madam—all i",s,e," prepared,”@ said Ro"
"r, madam—all is prep",a,e,"red,”@ said Rougemon"
madam—all is prepare,d,l,",”@ said Rougemont, "
"dam—all is prepared,",”,',"@ said Rougemont, ad"
"all is prepared,”@ s",a,s,"id Rougemont, advanc"
"@ said Rougemont, ad",v,r,"ancing towards her, "
nd taking her hand. ,“,',"@You are coming, Aur"
er hand. “@You are c,o,e,"ming, Auriol?” cried"
"riol?” cried Edith, ",w,v,ho scarcely@ knew wh
"” cried Edith, who s",c,s,arcely@ knew whether
 or go forward. “Yes,—,-,"yes,”@ cried Auriol,"
"o forward. “Yes—yes,",”,',"@ cried Auriol, who "
 who fancied he saw ,a,s, means of escape. “@
cied he saw a means ,o,e,f escape. “@This is 
 a means of escape. ,“,:,"@This is my friend, "
"is my friend, Mr. Ro",u,n,gemont—go with@ him.
"riend, Mr. Rougemont",—,-,go with@ him.”@ “@Mr
gemont—go with@ him.,”,',@ “@Mr. Rougemont!”@
ont—go with@ him.”@ ,“,`,@Mr. Rougemont!”@ cr
@ him.”@ “@Mr. Rouge,m,n,ont!”@ cried Edith. 
Edith. “You told my ,f,t,ather@ he would not 
old my father@ he wo,u,n,ld not be here.” “Yo
"ot invite me, madam,",”,',"@ said Rougemont, wi"
"me, madam,”@ said Ro",u,n,"gemont, with sarcast"
"emont, with sarcasti",c,e, emphasis; “@but kno
h sarcastic emphasis,;,:, “@but knowing I sho
sarcastic emphasis; ,“,',@but knowing I shoul
ic emphasis; “@but k,n,a,owing I should be we
" be welcome, I came ",u,n,nasked. But let us a
avoid those persons.,”,',@ In another moment 
as there with its fo,u,t,"r horses, and a man-"
"a man-servant, in tr",a,s,"@@@velling attire, s"
"t, in tra@@@velling ",a,s,"ttire, stood beside "
ide the steps. Reass,u,a,"red by the@ sight, A"
uriol recovered his ,c,e,"ourage, and suffered"
w a cloak over Edith,’,',s shoulders. The nex
e steps of the carri,a,s,"ge, and was@ ensconc"
" the carriage, and w",a,s,s@ ensconced within 
"regain his feet,@ Ro",u,n,gemont had sprung in
"s feet,@ Rougemont h",a,s,d sprung into the ca
"man-serv@ant, who mo",u,n,nted the box@ with t
"er of King Street, A",u,n,"riol, who had just a"
"of a lamp, Rougemont",’,',s face at the window
ad approached Auriol,",",., “I came to bid you 
" approached Auriol, ",“,:,I came to bid you go
ye. Why do I find yo,u,n, here alone? Where i
 find you here alone,?,1, Where is the carria
" the Fiend, and I ha",v,s,"e sold her to him,”@"
"ave sold her to him,",”,',@ replied Auriol@ gl
"ean you, wretch@?”@ ",c,e,"ried Mr. Talbot, in "
 wretch@?”@ cried Mr,.,","," Talbot, in a@ voice"
n a@ voice of distra,c,e,tion. “@I heard that
ice of distraction. ,“,:,@I heard that Cypria
 was@ here. Can it b,e,o, he that has gone of
ne off with her@?”@ ,“,e,@You have hit the tr
ff with her@?”@ “@Yo,u,n," have hit the truth,"
th her@?”@ “@You hav,e,o," hit the truth,”@ re"
”@ “@You have hit th,e,o," truth,”@ replied Au"
@You have hit the tr,u,a,"th,”@ replied Auriol"
" have hit the truth,",”,',@ replied Auriol. “@
",”@ replied Auriol. ",“,',@He bought her with 
lied Auriol. “@He bo,u,n,ght her with the mon
with the money @I ga,v,r,e you. I hav@e sold 
av@e sold her and my,s,a,elf to perdition@!”@
f to perdition@!”@ “,H,B,orror!” exclaimed th
"y, breathe your last",—,-,breathe your last!”@
ed@ Auriol@ wildly. ,“,e,Would I could yield 
 Auriol@ wildly. “Wo,u,n,ld I could yield up 
l@ wildly. “Would I ,c,o,ould yield up my lif
"ied away, utterly un",c,e,onscious w@hither he
cious w@hither he@ w,e,a,nt. End of the Inter
ther he@ went. End o,f,i, the Intermean @Chap
 went. End of the In,t,f,ermean @Chapter 1 Th
nt. End of the Inter,m,c,ean @Chapter 1 The C
End of the Intermean, ,.,@Chapter 1 The Cell 
f the Intermean @Cha,p,r,ter 1 The Cell Mr. T
mean @Chapter 1 The ,C,m,ell Mr. Thorneycroft
 The Cell Mr. Thorne,y,x,croft and his compan
he Cell Mr. Thorneyc,r,n,oft and his companio
had scarcely gained ,a,s, passage in the dese
cely gained a passag,e,o, in the deserted hou
ined a passage in th,e,o," deserted house, whi"
ed in the manner des,c,e,ribed in a previous 
rhead. The noise bro,u,n,ght them instantly t
"lt, and each man gra",s,e,ped his arms in expe
", and each man grasp",e,o,d his arms in expect
"ew moments, and all ",c,o,"ontinuing quiet, the"
"ts, and all continui",n,u,"g quiet, they moved "
"nuing quiet, they mo",v,r,"ed on as before, and"
d presently reached ,a,s, large hall with a l
"or, which, being wit",h,l,"out shutters, afford"
"out shutters, afford",e,a,d light enough to re
ed light enough to r,e,o,veal the dilapidated
to reveal the dilapi,d,l,ated condition of th
ated condition of th,e,o, mansion. From this 
nicating with differ,e,o,"nt chambers, three o"
"erent chambers, thre",e,o, of which were cauti
"chambers, three of w",h,l,ich were cautiously 
of which were cautio,u,n,"sly tried by Reeks, "
d to be fastened. Th,e,o," fourth, however, yi"
"ed. The fourth, howe",v,r,"er, yielded to his t"
"urth, however, yield",e,o,"d to his touch, and "
", yielded to his tou",c,e,"h, and admitted them"
"em to a chamber, whi",c,o,h seemed to have bee
ave been recently oc,c,e,"upied, for a lamp wa"
@@@@@@@@@@@@@@with t,a,s,"pestry, representing"
"stry, representing t",h,b,e Assyrian monarch N
g the Assyrian monar,c,e,"h Ninus, and his cap"
Assyrian monarch Nin,u,n,"s, and his captive Z"
" monarch Ninus, and ",h,l,is captive Zoroaster
of the Bactrians. Th,e,a, chief furniture con
electrical machine. ,S,f,quares and circles w
 a conjuring apparat,u,n,s. The room might be
e the repository of ,a,s, juggler. But whoeve
 whatsoever his purs,u,n,"its, the good things"
" viands, and furnish",e,o,"d with glasses, toge"
"pwards, M@r. Thorney",c,e,roft remarked that j
as pierced with a ro,u,n,"nd hole, the meaning"
", the meaning of whi",c,o,h he could not at th
xplained it to him. ,“,4,"@A singular room,”@ "
". “@A singular room,",”,',@ he observed to Ree
"served to Reeks, on ",c,o,oncluding his survey
n concluding his sur,v,r,ey. “Did you expect 
 find any one here@?,”,',"@ “I hardly know,”@ "
"@?”@ “I hardly know,",”,',@ replied the other.
 here till I return.,”,',@ “You are not going
are not going to lea,v,r,e us@?”@ rejoined Mr
e us@?”@ rejoined Mr,.,",", Thorneycroft@ uneas
neycroft@ uneasily. ,“,e,"Only for a moment,”@"
" “Only for a moment,",”,',@ said Reeks. “Keep 
"ly for a moment,”@ s",a,s,id Reeks. “Keep quie
"ment,”@ said Reeks. ",“,`,"Keep quiet, and@@@@@"
 harm will befall yo,u,n,. Whatever you may h
r you may hear witho,u,n,"t, do not stir.”@ “W"
not stir.”@ “What ar,e,o, we likely to hear@?
horneycroft@ with in,c,e,reasing trepidation.
easing trepidation. ,“,I,That’s impossible to
g trepidation. “That,’,',"s impossible to say,"
"s impossible to say,",”,',@ answered Reeks; “@
",”@ answered Reeks; ",“,',@but I warn you not 
" unnecessarily, as s",u,n,ch an imprudence wou
endanger our safety.,”,',@ “You are quite sur
er our safety.”@ “Yo,u,n, are quite sure you 
e quite sure you don,’,',t mean to abandon us
sted Thorneyc@roft. ,“,t,@Make yourself easy;
t. “@Make yourself e,a,s,sy; I have no such i
"e no such intention,",”,',@ rejoined Reeks@ st
"such intention,”@ re",j,i,oined Reeks@ sternly
 Reeks@ sternly. “Oh,!,1, ve’ll take care on 
ks@ sternly. “Oh! ve,’,',"ll take care on you,"
h! ve’ll take care o,n,f," you, don’t be afeer"
e’ll take care on yo,u,n,", don’t be afeerd, o"
"ake care on you, don",’,',"t be afeerd, old gen"
"be afeerd, old gent,",”,',@ said Ginger. “@Yes
"ent,”@ said Ginger. ",“,e,"@Yes, ve’ll take car"
"id Ginger. “@Yes, ve",’,',"ll take care on you,"
"ll take care on you,",”,',@ added the Tinker a
"e on you,”@ added th",e,a, Tinker and the Sand
 the Tinker and the ,S,B,andman. “You may dep
"hem as upon me, sir,",”,',@ said Reeks. “@Befo
" sir,”@ said Reeks. ",“,:,@Before we explore t
 whether any one is ,u,n,p-stairs.”@ “Wot’s t
is up-stairs.”@ “Wot,’,',s that you say about
osed Ginger. “Ve ain,’,',"t a-goin’ below, eh?"
er. “Ve ain’t a-goin,’,'," below, eh?” But wit"
"in’t a-goin’ below, ",e,o,h?” But without payi
"-goin’ below, eh?” B",u,a,t without paying any
"elow, eh?” But witho",u,n,t paying any attenti
refully after him. H,e,o, next crossed the ha
ched the landing-pla,c,e,e. Beyond it was a g
g-place. Beyond it w,a,s,"s a gallery, from wh"
 hearing a slight so,u,n,nd in an apartment t
"the keyhole, beheld ",a,s," tall man, dressed i"
s at a little distan,c,e,e from him. In the t
n the tall man he re,c,e,ognised Cyprian Roug
ecognised Cyprian Ro,u,n,gemont. Upon a table
a table in the middl,e,o, of the room was lai
vered with cabalisti,c,o," characters, appeare"
d a large ape (for s,u,n,ch it seemed to Reek
"med to Reeks), cloth",e,o,d in a woollen shirt
and bounding upon th,e,o, table beside Rougem
ly displeasing to Ro,u,n,"gemont, who knitted "
who knitted his brow,s,e,", and delivered some"
 the doors of which ,c,e,losed as before. Rou
ily retreated to an ,a,u,"djoining chamber, th"
"s fortunately open, ",a,n,nd had scarcely gain
"tunately open, and h",a,s,d scarcely gained it
"ately open, and had ",s,e,carcely gained its s
 shelter when the fo,u,n,r mysterious persona
en the four mysterio,u,n,s personages appeare
nages appeared on th,e,o, gallery. Reeks hear
"hen, creeping cautio",u,n,"sly after them, watc"
staircase. Without t,a,s,rrying to confront t
" started back, and h",u,n,rried along the gall
ery till he came to ,a,s," back staircase, whi"
"taircase, which cond",u,n,"cted him, by various"
"ducted him, by vario",u,n,"s descents, to the b"
ersing one or two va,u,n,"lts, he entered a su"
"des, apparently comm",u,n,@nicating with other
ting with other pass,a,s,ges. It was lighted 
was lighted at inter,v,r,"als by lamps, which "
h emitted a feeble r,a,s,diance. By the light
tted a feeble radian,c,e,e. By the light of o
"as of iron, and as h",e,o, struck it with his 
"t with his hand, ret",u,n,rned a hollow clango
" from within cried, ",“,`,@Leave me in peace@!
in peace@!” “Is it A,u,n,riol Darcy who speak
"anded Reeks. “It is,",”,', replied the prisone
"stion@?”@ “A friend,",”,',@ replied Reeks. “@I
"d,”@ replied Reeks. ",“,-,@I have no friend he
eplied Reeks. “@I ha,v,r,"e no friend here,”@ "
"have no friend here,",”,',@ said Auriol. “Y@@@
"riend here,”@ said A",u,n,riol. “Y@@@@@ou are 
"@@@@ou are mistaken,",”,',@ rejoined Reeks. “I
ejoined Reeks. “I ha,v,o,e come@ with Mr. Tho
e come@ with Mr. Tho,r,m,neycroft to deliver 
roft to deliver you.,”,', “Mr. Thorneycroft h
"s lost his daughter,",”,', replied Auriol. “Wh
as happened to her@?,”,',@ demanded Reeks. “S
appened to her@?”@ d,e,c,manded Reeks. “She i
is in the power of t,h,l,"e Fiend,”@ replied A"
" power of the Fiend,",”,',@ replied Auriol. “I
",”@ replied Auriol. ",“,t,I know she is detain
"y Cyprian Rougemont,",”,',@ said Reeks. “But w
"prian Rougemont,”@ s",a,n,id Reeks. “But what 
"ugemont,”@ said Reek",s,a,. “But what has befa
"mont,”@ said Reeks. ",“,A,But what has befalle
ke his other victims,—,-,like my victims@!” c
y victims@!” cried A,u,n,riol@ distractedly. 
"ly. “Do not despair,",”,',@ rejoined Reeks. “S
",”@ rejoined Reeks. ",“,:,She may yet be saved
he may yet be saved.,”,',@ “Saved! how@?”@ cr
t be saved.”@ “Saved,!,1, how@?”@ cried Aurio
! how@?”@ cried Auri,o,u,l. “All is over.”@ “
uriol. “All is over.,”,',@ “So it may seem to
So it may seem to yo,u,n,",”@ rejoined Reeks; "
" it may seem to you,",”,',@ rejoined Reeks; “@
",”@ rejoined Reeks; ",“,`,@but you are the vic
 Reeks; “@but you ar,e,a, the victim of delus
@ exclaimed Auriol. ,“,4,But no—I saw her fal
imed Auriol. “But no,—,-,I saw her fall into 
witnessed her signat,u,a,re to the fatal scro
ature to the fatal s,c,e,roll. There could be
" will see her again,",”,',@ said Reeks. “Who a
"l see her again,”@ s",a,s,id Reeks. “Who are y
d Reeks. “Who are yo,u,n, who give me this pr
ve me this promise@?,”,',@ asked Auriol. “As 
?”@ asked Auriol. “A,s,a, I have already decl
" declared, a friend,",”,',@ replied Reeks. “@A
"d,”@ replied Reeks. ",“,',@Are you human@?”@ “
“@Are you human@?”@ ,“,t,@As yourself.”@ “The
ou human@?”@ “@As yo,u,n,rself.”@ “Then you s
you seek in vain to ,s,e,truggle with the pow
" powers of darkness,",”,',@ said Auriol. “@@@I
"ess,”@ said Auriol. ",“,1,@@@I have no fear of
@@I have no fear of ,C,O,"yprian Rougemont,”@ "
"f Cyprian Rougemont,",”,',"@ rejoined Reeks, wi"
"ned Reeks, with a la",u,s,gh. “Your voice seem
"s, with a laugh. “Yo",u,n,r voice seems famili
"eems familiar to me,",”,',@ said Auriol. “Tell
"s familiar to me,”@ ",s,a,aid Auriol. “Tell me
"liar to me,”@ said A",u,n,riol. “Tell me who y
",”@ said Auriol. “Te",l,I,l me who you are@?” 
iol. “Tell me who yo,u,n, are@?” “@You shall 
l me who you are@?” ,“,e,@You shall know anon
 who you are@?” “@Yo,u,n," shall know anon,”@ "
"You shall know anon,",”,',@ replied Reeks. “@B
"n,”@ replied Reeks. ",“,`,"@But, hist!—we are i"
" Reeks. “@But, hist!",—,1,we are interrupted. 
hanted Chairs@@@ Mor,e,n, than ten minutes ha
n ten minutes had el,a,s,psed since Reeks’@ d
 elapsed since Reeks,’,',"@ departure, and Mr."
aints. His impatienc,e,s, was sha@red by the 
ts. His impatience w,a,s,s sha@red by the Tin
"g up to Ginger, said",—,-, “Wot the devil can 
n Mr. Reeks be about,?,7, I hope nuffin’ has 
about? I hope nuffin,’,', has happened to him
has happened to him.,”,',@ “@Don’t mention a 
 happened to him.”@ ,“,2,@Don’t mention a cer
ened to him.”@ “@Don,’,',t mention a certain 
ntion a certain gent,’,',"s name here,”@ remar"
"in gent’s name here,",”,',@ remarked Ginger; “
”@ remarked Ginger; ,“,`,"@@or if you do, trea"
vith proper respect.,”,',@ “Pshaw@!”@ exclaim
 impatiently; “I don,’,',t like a man stayin’
’t like a man stayin,’,', avay in this manner
r. It looks suspicio,u,n,s. I wotes ve goes a
ld gent to take a ke,v,r,iet nap by himself. 
 nap by himself. Don,’,',t disturb your@@@@@@
 himself. Don’t dist,u,a,rb your@@@@@@@@@@@@@
 Ve’ll only jist giv,’,'," a look about us, an"
t giv’ a look about ,u,n,"s, and then come bac"
"ok about us, and the",n,i, come back.”@ “Stay 
"us, and then come ba",c,e,k.”@ “Stay where you
 and then come back.,”,',@ “Stay where you ar
" where you are, rasc",a,n,l!” cried Thorneycro
"ere you are, rascal!",”,', cried Thorneycroft@
scal!” cried Thorney,c,e,roft@ angrily. “I wo
oft@ angrily. “I won,’,',t be left. Stay wher
grily. “I won’t be l,e,o,ft. Stay where you a
. “I won’t be left. ,S,B,"tay where you are, I"
", I command you@!”@ ",“,e,"@Vell, ve’ve got a n"
" you@!”@ “@Vell, ve’",v,',"e got a noo captain,"
"ptain, I’m a-thinkin",’,',",”@ said the Tinker,"
"ain, I’m a-thinkin’,",”,',"@ said the Tinker, w"
"-thinkin’,”@ said th",e,a," Tinker, winking at "
king at the others. ,“,e,@Ve’ve no vish to di
"sobleege you, sir. I",’,T,ll only jist peep ou
is anyvhere thereabo,u,n,"ts. Vy, zounds!” he "
" he tried the door, ",“,',@it’s locked@!” “Wha
it’s locked@!” “What,’,',s locked@?”@ cried T
ed@?”@ cried Thorney,c,e,roft@ in dismay. “Th
roft@ in dismay. “Th,e,a," door, to be sure,”@"
"he door, to be sure,",”,',@ replied the Tinker
ed the Tinker. “Ve’r,e,a, prisoners.”@ “O@@ L
r. “Ve’re prisoners.,”,',"@ “O@@ Lord, you don"
"@ “O@@ Lord, you don",’,',t say so!”@ cried th
you don’t say so!”@ ,c,o,ried the iron-mercha
@ cried the iron-mer,c,e,hant@ in an agony of
an agony of fright. ,“,e,@@What will become o
f us@?” A roar of la,u,n,ghter from the other
s terror into fury. ,“,4,"I see how it is,”@ h"
"y. “I see how it is,",”,',@ he cried. “You hav
" is,”@ he cried. “Yo",u,n," have entrapped me, "
”@ he cried. “You ha,v,r,"e entrapped me, ruff"
"ped me, ruffians. It",’,',s all a trick. You m
 murder me. But @I’l,l,1, sell my life dearly
rst who approaches s,h,l,all have his brains 
is brains blown out.,”,',"@ And as he spoke, h"
"d as he spoke, he le",v,r,elled a pistol at th
"he spoke, he levelle",d,a, a pistol at the Tin
" spoke, he levelled ",a,s, pistol at the Tinke
pistol at the Tinker,’,',s head. “Holloa! wot
nker’s head. “Holloa,!,I," wot are you arter, "
"are you arter, sir@?",”,',@ cried that individ
" you arter, sir@?”@ ",c,e,ried that individual
@ cried that individ,u,a,"al, sheltering his h"
ands. “You’re a-labo,u,n,rin’ under a@ mistak
. “You’re a-labourin,’,', under a@ mistake—a 
“You’re a-labourin’ ,u,n,nder a@ mistake—a co
in’ under a@ mistake,—,-,a complete mistak@e.
" If it is a trap, ve",’,',re catched in it as 
as vell as yourself.,”,'," “To be sure ve is,”"
"” “To be sure ve is,",”,',@ added the Sandman.
 added the Sandman. ,“,"""","@Sit down, @@@@@@@@@"
@@@@@@@@@and vait a ,b,l,it. I dessay Mr. Ree
. I dessay Mr. Reeks,’,',"ll come back, and it"
"ome back, and it von",’,',t do no good gettin’
’t do no good gettin,’,', into a passion.”@ “
tin’ into a passion.,”,',"@ “@Well, well, I mu"
’ into a passion.”@ ,“,e,"@Well, well, I must "
"n myself, I suppose,",”,',@ groaned Thorneycro
ng into a chair. “It,’,',s a terrible situati
tion to be placed in,—,-,shut up in a haunted
 in a haunted house.,”,',@ “I’ve been in many
" vurser sitivations,",”,',"@ observed Ginger, “"
"”@ observed Ginger, ",“,`,@and I alvays found 
"d Ginger, “@and I al",v,r,ays found the best v
"r, “@and I alvays fo",u,n,nd the best vay to g
t vay to get out on ,’,',em wos to take thing
take things quietly.,”,',"@ “Besides, there’s "
"re’s no help for it,",”,',"@ said the Tinker, s"
"lp for it,”@ said th",e,a," Tinker, seating him"
" remains to be seen,",”,',@ observed the Sandm
" to be seen,”@ obser",v,r,"ed the Sandman, taki"
air opposite Thorney,c,e,roft. “If Reeks don’
croft. “If Reeks don,’,',"t come back soon, I’"
"’t come back soon, I",’,',ll bust open the doo
 bust open the door.,”,',@ “Plenty o’ time fo
he door.”@ “Plenty o,’,'," time for that,”@ sa"
"ty o’ time for that,",”,',"@ said Ginger, saunt"
"t,”@ said Ginger, sa",u,n,ntering towards the 
"Ginger, sauntering t",o,a,wards the table on w
sa@y to a mouthful o,’,', wittles@?” “I would
outhful o’ wittles@?,”,', “I wouldn’t touch ’
thful o’ wittles@?” ,“,:,I wouldn’t touch ’em
wittles@?” “I wouldn,’,',t touch ’em for the 
” “I wouldn’t touch ,’,',"em for the world,”@ "
"h ’em for the world,",”,',@ replied the Sandma
 replied the Sandman,.,e," “Nor I,” added the "
"the Sandman. “Nor I,",”,', added the Tinker; “
"n. “Nor I,” added th",e,o, Tinker; “@@they may
” added the Tinker; ,“,`,@@they may be pisone
he Tinker; “@@they m,a,s,y be pisoned.”@ “Pis
they may be pisoned.,”,',@ “Pisoned—nonsense@
y may be pisoned.”@ ,“,e,Pisoned—nonsense@!”@
 pisoned.”@ “Pisoned,—,-,nonsense@!”@ cried G
e@!”@ cried Ginger; ,“,`,@don’t you see@ some
 cried Ginger; “@don,’,',t you see@ some von 
d Ginger; “@don’t yo,u,n, see@ some von has b
“@don’t you see@ som,e,s, von has been a-taki
von has been a-takin,’,', his supper here? I’
kin’ his supper here,?,t, I’ll jist finish it
t finish it for him.,”,',"@ “Vith all my ‘art,"
him.”@ “Vith all my ,‘,',"art,”@ said the Tink"
"@ “Vith all my ‘art,",”,',@ said the Tinker. “
aid the Tinker. “Don,’,',t touch it on any ac
"h it on any account,",”,',@ cried Mr. Thorneyc
"t on any account,”@ ",c,e,ried Mr. Thorneycrof
 it may be poisoned.,”,',@ “Oh! I ain’t afeer
y be poisoned.”@ “Oh,!,t," I ain’t afeerd,”@ c"
isoned.”@ “Oh! I ain,’,',"t afeerd,”@ cried Gi"
"“Oh! I ain’t afeerd,",”,',"@ cried Ginger, help"
 himself to a dish b,e,o,fore him. “As good a
-pie as ever I taste,d,l,". @@@@Your health, M"
ver I tasted. @@@@Yo,u,a,"r health, Mr. Thorne"
" health, Mr. Thorney",c,e,"roft,”@ he added, fi"
"h, Mr. Thorneycroft,",”,',"@ he added, filling "
"r. Thorneycroft,”@ h",e,o," added, filling a go"
one of the bottles. ,“,t,"@My service to you, "
long breath after th,e,o," draught, and smacki"
azing satisfaction. ,“,e,@@N@ever tasted sich
asted sich a glass o,’,', wine in all my born
"in all my born days,",”,',"@ he continued, repl"
" my born days,”@ he ",c,e,"ontinued, replenishi"
et: “I wonder wot it,’,',s called?” “Prussic 
t’s called?” “Prussi,c,e," acid,”@ replied Mr."
"led?” “Prussic acid,",”,',@ replied Mr. Thorne
 replied Mr. Thorney,c,e,roft@ gruffly. “Proo
t@ gruffly. “Proossi,c,o, fiddlestick!”@ crie
ssic fiddlestick!”@ ,c,e,ried Ginger; “@@more
ck!”@ cried Ginger; ,“,`,@@more likely Tokay.
be the vorse for it!,”,1, “He’s gettin’ svipy
e vorse for it!” “He,’,',"s gettin’ svipy,”@ s"
or it!” “He’s gettin,’,'," svipy,”@ said the T"
"“He’s gettin’ svipy,",”,',@ said the Tinker. “
"in’ svipy,”@ said th",e,a, Tinker. “I vonder v
"vipy,”@ said the Tin",k,l,er. “I vonder vether
 “I vonder vether it,’,',s really Tokay@?” “N
 vether it’s really ,T,I,okay@?” “No such thi
"y@?” “No such thing,",”,',@ cried Thorneycroft
"ing,”@ cried Thorney",c,e,roft; “@let him alon
cried Thorneycroft; ,“,:,@let him alone.” “I 
ft; “@let him alone.,”,'," “I must taste it,”@"
".” “I must taste it,",”,',"@ said the Tinker, u"
the temptation. “Her,e,o,", giv@e us a glass, "
"r@!” “Vith pleasure,",”,',"@ replied Ginger, fi"
ing it to him. “You’,d,', better be perwailed
"iled upon, Sandy.”@ ",“,v,"@Vell, I s’pose I mu"
"ed upon, Sandy.”@ “@",V,Y,"ell, I s’pose I must"
" upon, Sandy.”@ “@Ve",l,I,"l, I s’pose I must,”"
"ll, I s’pose I must,",”,',@ replied the Sandma
"I must,”@ replied th",e,o," Sandman, taking the"
"e Sandman, taking th",e,o, goblet proffered hi
ing the goblet proff,e,o,red him. “Here’s the
proffered him. “Here,’,',s the beaks’ healths
m. “Here’s the beaks,’,', healths@!”@ cried G
 beaks’ healths@!”@ ,c,e,ried Ginger. “I give
“I gives that toast ,‘,',cos they’re alvays s
that toast ‘cos they,’,',re alvays so kind to
o kind to us dog-fan,c,e,iers.”@ “Dog-fancier
 to us dog-fanciers.,”,',"@ “Dog-fanciers—say,"
ers.”@ “Dog-fanciers,—,-,"say, rather, dog-ste"
g-stealers; for that,’,',s the name such vaga
"erve to be known by,",”,',@ said Mr. Thorneycr
",”@ said Mr. Thorney",c,e,roft@ with some aspe
"erity. “Vell, ve von",’,',t quarrel about name
"quarrel about names,",”,',"@ replied Ginger,@@@"
"bout names,”@ replie",d,l," Ginger,@@@@@@@@@@@@"
"@@@@@@@@@ laughing, ",“,',@@but I’ll relate a 
"@ laughing, “@@but I",’,T,ll relate a circumst
ut I’ll relate a cir,c,e,umstance to you as’l
rcumstance to you as,’,',ll prove@ that wotev
er your opinion of o,u,n,"r wocation may be, t"
"ion may be, the beak",s,a, @upholds it.”@ “The
e beaks @upholds it.,”,',@ “There can be but 
@upholds it.”@ “Ther,e,o, can be but one opin
inion as to your nef,a,u,"rious profession,”@ "
"efarious profession,",”,',@ said Mr. Thorneycr
"d Mr. Thorneycroft, ",“,`,"@and that is, that i"
"and that is, that it",’,',s as bad as horse-st
those offences are p,u,a,nished.”@ “So I thin
fences are punished.,”,',"@ “So I think, sir,”"
"”@ “So I think, sir,",”,',"@ said Ginger, winki"
"inger, winking at th",e,o, others; “@but to my
king at the others; ,“,:,"@but to my story, an"
"to my story, and don",’,',"t interrupt me, or I"
h it properly. There,’,',s a gent livin’ not 
There’s a gent livin,’,', not a hundred miles
dred miles from Pall, ,-,"Mall, as the noospap"
orth more nor half-a,-,s,crown to any one but
"but hisself, but hig",h,l,ly wallerable to him
but highly wallerabl,e,o," to him, ‘cos it wos"
"allerable to him, ‘c",o,n,s it wos a favourite
s recovery. This don,’,',t bring it back quit
t bring it back quit,e,o, so soon as he expec
e so soon as he expe,c,e,"ts, ‘cos he don’t of"
"soon as he expects, ",‘,',cos he don’t offer e
"expects, ‘cos he don",’,',t offer enough; so h
"an agent, Mr. Simpki",n,a,"s, in the Edger Road"
Simpkins says to him,—,-,"says he, ‘How are yo"
"e, ‘How are you, sir",?,2, I expected you some
u some days ago. You,’,',ve com’d about that 
days ago. You’ve com,’,',d about that ere Sco
nd. A man told me he,’,',d have that afore lo
ave that afore long.,’,', Seein’ the gent sta
t afore long.’ Seein,’,'," the gent stare, Mr."
"Mr. S. adds, ‘Vel, I",’,T,ll tell you wot you 
r dog. The party von,’,',t take less than six
eas. He knows it ain,’,',t vorth six shillin’
’t vorth six shillin,’,',", but it’s a great f"
"six shillin’, but it",’,',"s a great favourite,"
m a precious sight o,’,', trouble in gettin’ 
o’ trouble in gettin,’,', it.’ ‘Give him trou
ouble in gettin’ it.,’,', ‘Give him trouble!’
 gettin’ it.’ ‘Give ,h,l,im trouble!’ cries t
s the gent@ angrily—,‘,',and what has it give
what has it given me,?,f, I hope to see the r
@@@@@@@@@@@@@@hanged,!,7, I shall pa@y no suc
 pa@y no such money.,’,'," ‘Werry vell,’ repli"
a@y no such money.’ ,‘,t,"Werry vell,’ replies"
y no such money.’ ‘W,e,o,"rry vell,’ replies M"
"money.’ ‘Werry vell,",’,', replies Mr. Simpkin
". Simpkins@ coolly, ",‘,`,then your dog’ll be 
"olly, ‘then your dog",’,',"ll be bled to death,"
"ly, ‘then your dog’l",l,1," be bled to death, a"
"ath, as the nobleman",’,',"s wos, and thrown do"
less carkis afore yo,u,n,r door.’”@ “You don’
ur door.’”@ “You don,’,',t mean to say that s
 a horrid circumstan,c,e,e as that really too
lace?” cried Thorney,c,e,"roft, who was much i"
"rneycroft, who was m",u,n,ch interested in the
he relation. “Only t,’,',"other da@y, I assure"
"er da@y, I assure yo",u,n,",”@ replied Ginger. "
" da@y, I assure you,",”,',@ replied Ginger. “I
"assure you,”@ replie",d,l, Ginger. “I’d shoot 
" of mine so, if I ca",u,n,ght him!” cried Mr. 
"f mine so, if I caug",h,l,t him!” cried Mr. Th
!” cried Mr. Thorney,c,e,roft@ indignantly. “
"arve him right, too,",”,',@ said Ginger. “@I d
"too,”@ said Ginger. ",“,:,@I discourages all c
to hanimals. But don,’,',t interrupt me again
ls. But don’t interr,u,a,pt me again. Arter a
a bit more chafferin,’,'," vith Mr. Simpkins, "
gent offers three po,u,n,"nd for his dog, and "
"dog, and then goes a",v,r,ay. Next day he read
en goes avay. Next d,a,s,y he reads a report 
 he reads a report i,’,', the Times noospaper
 man has been taken ,u,n,"p for dog-stealin’, "
n up for dog-stealin,’,',", and that a lot o’ "
"n’, and that a lot o",’,', dogs is shut up in 
ind the police-offic,e,a, in Bow Street. So h
